,n_jobs,n_machines,node_x_col0_max,node_x_col0_mean,node_x_col0_median,node_x_col0_std,node_x_col0_range,node_x_col0_q1,node_x_col0_q3,node_x_col0_gini,node_x_col1_max,node_x_col1_mean,node_x_col1_median,node_x_col1_std,node_x_col1_range,node_x_col1_q1,node_x_col1_q3,node_x_col1_gini,node_x_overall_mean,node_x_overall_std,num_conjunctive_edges,num_disjunctive_edges,num_nodes_total,num_edges_total,disj_graph_density,deg_d_max,deg_d_mean,deg_d_median,deg_d_std,deg_d_range,deg_d_q1,deg_d_q3,deg_d_gini,clustering_d_min,clustering_d_max,clustering_d_mean,clustering_d_median,clustering_d_q1,clustering_d_q3,conj_graph_density,deg_c_max,deg_c_mean,deg_c_std,deg_c_range,deg_c_q3,deg_c_gini,betweenness_c_min,betweenness_c_max,betweenness_c_mean,betweenness_c_median,betweenness_c_std,betweenness_c_range,betweenness_c_q1,betweenness_c_q3,betweenness_c_gini,graph_density,deg_min,deg_max,deg_mean,deg_median,deg_std,deg_q1,deg_q3,deg_gini,clustering_min,clustering_max,clustering_mean,clustering_median,clustering_std,clustering_range,clustering_q1,clustering_q3,clustering_gini,betweenness_min,betweenness_max,betweenness_mean,betweenness_median,betweenness_std,betweenness_range,betweenness_q1,betweenness_q3,betweenness_gini,makespan_min,makespan_range,operation_cost_mean,operation_cost_std,makespan_lb_job_sum,makespan_lb_machine_sum,makespan_lb_meanload,num_op_nodes
la24.pt,-0.0017350205622162947,-0.0005911053176613774,5.652642788814804e-06,-0.00046316916668834486,0.00015730743530304196,-0.0002232513998124474,1.9116177141343726e-05,-8.625097540449168e-05,5.411613321156495e-05,-0.0012197757630272013,-0.00027741168936066917,-0.0007860292395429717,-0.00033467824125153663,-0.000633560125053828,0.00010289736695831264,-0.0002827942653243847,-0.0005451029425484473,-0.0013364706145996736,-0.0007375290997308644,-0.00019287792779994746,-0.003349560074363662,-0.0035923007460528914,-0.0029068094998055275,-0.003550779096911667,-0.0008404032387273868,0.00026940709862566367,-0.006496061456772538,-0.0020172221637622272,-0.0004696953209279024,-0.0011284929759434936,-0.002941288204876141,-0.0016485996182910132,-0.002799993448770814,-3.2059539282085006e-08,-1.8798939431890277e-08,-4.922728793319648e-08,-6.132133349064677e-09,-1.2113928624200543e-07,4.2967370947674254e-08,-0.002416795433400449,-0.002330111046895656,-0.0005760328867836454,-2.704682655950017e-05,-0.0022821401292618016,-1.050061851796368e-09,-0.00020557517678972733,0.0018480600637820485,0.0030974468220026957,-0.0002652027672871487,-0.006491048426225728,0.002173856948849614,0.0010325649811002955,-0.003534842317252227,0.0012193255971247143,9.076972959308141e-05,-0.0010808325164210547,-0.0012124982741662867,-0.00015384202010619425,-0.0035272110820718516,-0.0018121718008881284,-0.0031208670499612823,-0.0015475752089356182,-0.0014292446557263123,-0.004029229440574029,-0.0011149506501285677,-0.003497574504977674,-0.00405719776278132,-0.0034700780393174535,-0.0007641403508296508,-0.0003043401840415974,-0.002967449489991986,0.004121822758816811,-0.0012921930462787994,-0.003524476933808071,-0.0009533178298232405,-0.0038404012575395012,-0.005644757323301067,-0.00034931755973346436,-0.0009098936926988536,-0.006047057732489243,-0.003145871129446525,0.0005058937582440108,-0.0005700537372946223,-0.003427071681552979,-0.00022481558253639608,-0.00012707728395977287,-0.0006604256996798301,0.0011833348385013084,-0.00735977881603378,-0.002972327909872759
la25.pt,-0.0018393215576596395,-0.000684194585538065,1.736663640147206e-05,-0.0004396721681998564,0.0002642074602554441,-8.845216512407487e-05,1.1557529602619419e-05,-3.0769204606109524e-05,-0.0006651601094514209,-0.0011582995660304937,-0.00024282676063946512,-0.0008180018992077593,-0.000360785347632037,-0.0006898772264853616,-1.04254934792442e-05,-0.00035738001761724623,-0.0005128416779304538,-0.0013335025725790953,-0.0007229183964361281,-0.00010549415867229673,-0.003418637571889494,-0.0036632032168999714,-0.0030777418623724557,-0.0036019221169820087,-0.0008423099128135577,8.146713673690526e-05,-0.006571963824039161,-0.002213228622121839,-0.00043590925959378473,-0.0011075057802705187,-0.003010785295994172,-0.001985924628405148,-0.0028319489963870297,-3.654293883778238e-08,-4.706611514884722e-09,-5.135198953173707e-08,2.6519441223969953e-09,-1.1868577526295145e-07,4.156242991763748e-08,-0.0024375685728454367,-0.002413569012418729,-0.0007100666748941602,-5.3136148858800775e-05,-0.0024124288394716687,-2.6684471869690468e-09,-0.0003219050109511682,0.0017962489379032458,0.0027943366387175456,-0.0003983612338536944,-0.0066582071894349965,0.002050356634276728,0.0008598990354018827,-0.0039493154435859415,0.0011762676704654628,0.00010146885714883117,-0.0011173443047922502,-0.0015514422436995272,-0.00014462646207808385,-0.0038701758521080426,-0.0018293629068376696,-0.00311789840390647,-0.001811816051126021,-0.0017357837887987868,-0.0040700521359175925,-0.0013221463392634352,-0.004195571292157065,-0.004739644085979619,-0.0037593141183139404,-0.000839238410563395,-0.00029830094106297184,-0.0030223036002496456,0.003922030585744605,-0.001277217992469683,-0.003523144063913161,-0.0010378867812939644,-0.0038423778802159003,-0.005502626260135787,-0.0007745730109546515,-0.001501623987408221,-0.006159302437750224,-0.0030854054879876085,-0.0003001086567779758,-0.0007320390975951173,-0.003377765311298678,-0.00011583632585331047,-0.00012423028965920523,-0.0008141166649657378,0.0011770905749933786,-0.009125536603758942,-0.002919426098529683
la26.pt,0.0014053632667665476,-0.0014799684231726444,4.9740320661266205e-05,-2.164500293216559e-05,0.0013460375494727815,-8.803038835171287e-05,2.7709771415358824e-06,-0.00035663620595935934,-0.0010203035991483487,-0.0006484659596120978,-0.0013732709569094501,-0.0026736276964167767,-0.0008816711434683062,-0.002225009311547878,-0.0006759548009021789,-0.0003947444478281748,-0.00119884695441666,-0.0037049180361267914,-0.00230031167057342,-0.0003418424054531391,-0.007172685579510946,-0.007952709879817943,-0.008065461976215039,-0.008247887085514289,-0.0021978266673767306,0.0010375888497996288,0.005918300233034141,0.0015795442094472217,-0.0010311560682413157,0.001620803566501027,0.0017479830235831702,0.0016909331128898719,-0.007321627766665809,-6.651183097181411e-08,-2.4461847677177108e-08,-1.3835646076247263e-08,1.7486101114678587e-08,-6.175294312522643e-08,2.5501648595812828e-08,-0.006869787567681227,0.0013967952227690891,-0.0021212483802670705,-0.0007887302967275535,0.0015013804232991248,-1.266207391130303e-09,-0.0021253994621716326,0.0035112277230317426,0.000704402283073285,0.002245199197316303,0.004810876138048681,0.00016904978817806844,-5.709709415177484e-05,0.0015722204083519998,0.0011091443021564252,0.0002343283621330615,-0.0042567149688285105,0.0016665125540005917,0.00123365188768238,0.004189173416240804,0.001879182551860263,-0.007245182222212236,0.0020139564566322063,0.0018367850059358341,-0.009694462173405116,0.003045386073421799,0.005812799687239945,0.006335170457908355,0.00401453097603213,-0.0028912207643050094,-0.0008173099923331311,0.0032299069086784847,0.003177244094903582,-0.0034063869474191552,-0.009289306665636515,-0.002171178463424831,-0.00911101567786169,-0.01253179788804827,-0.0007361585791630915,-0.0017828929086214857,-0.013704758255249536,-0.008038949775814581,-0.0005944791197439531,-0.0015453133679873645,-0.00885587779489209,0.0002656603965881464,-0.000146914344532718,-0.0025474473541124737,0.0009138814117224081,0.006918714004208689,-0.007426434630568287
la27.pt,0.0015187414363701383,-0.0018250558325280507,1.6100436612221673e-05,-0.0009515725386664731,0.0014201062378663932,-0.0004589349628497581,2.043084163863113e-05,0.0006395440674841828,0.0014921766191024397,-0.0008585740584185003,-0.0014348630613250305,-0.003291492264188464,-0.0010436930918796931,-0.002115957799359217,-0.0008565081028266553,-0.0004180590337061563,-0.0012904655900835425,-0.0035639564013835727,-0.0031974988937222932,8.536254495430512e-05,-0.007538499614453124,-0.008169223812077495,-0.008259130796345665,-0.0085442498349993,-0.0022804969984904083,0.0010515083398316687,0.005987997693280779,0.00140869845293545,-0.0009726784166771736,0.0015816776675400396,0.00172795036681692,0.0017027356591999328,-0.007500000374594864,-6.27197816298119e-08,-2.2991474098882685e-08,-1.1470166115257111e-08,1.6753478971582215e-08,-6.062826887631757e-08,2.7840072224868904e-08,-0.00715345017933877,0.001459324339044526,-0.002107540213869658,-0.0006614687511603633,0.0015495634184305056,-1.00840265060744e-09,-0.0022683301132714415,0.003503975901137889,0.0006068115493587329,0.0024349758776298484,0.004658796351378873,0.00041779779207151555,-0.0002066841231686669,0.0017454123425734989,0.001286628601940181,0.00019157907852996082,-0.004175307036412307,0.0015875274568835902,0.0011864737757040257,0.004135529923166077,0.0017648569617199326,-0.007424371793293114,0.0020078150380420726,0.001859479711330743,-0.00980920526217832,0.0029001218690738744,0.00572366943951229,0.006219135643242343,0.004042659234605702,-0.0033676305468913178,-0.0009430347034963669,0.0032875109190952274,0.0031456407483568083,-0.0034810615771503346,-0.00937997631200383,-0.0015827382392519167,-0.009234181360931994,-0.012414971696470704,-0.0013045643956447236,-8.97111764984137e-05,-0.013558459549566238,-0.008275901977631757,-1.5704571222659188e-05,-0.001411686008770733,-0.008671162812617398,-0.0005565809122316494,-0.0006155084966625129,-0.0025295497735804977,0.0009364651334780687,0.0068634865545061366,-0.007150844357014021
la28.pt,0.0014486181033860597,-0.0015493748732111606,7.312598596791048e-06,-0.000502544816208947,0.00030710991647263147,0.0012080288829606847,2.0184303357512418e-05,-0.00034416723153773667,-0.001084527305250287,-0.0009207725133798026,-0.0010965346934254307,-0.002973111174702303,-0.000922610017917489,-0.002013902848784407,-0.0007788951408298388,-0.0004504281021084888,-0.0012677426273873663,-0.0034073310499114686,-0.0030690464797162153,0.00022984478889863364,-0.007225986358618602,-0.008110902334148316,-0.008244487049513997,-0.00837640572944103,-0.0023224469760902656,0.0011489823268266664,0.005834265461123957,0.0014579144257146107,-0.0009052063020529793,0.0016255886933693392,0.001962298732042084,0.0018155963739227257,-0.007522714380252765,-7.132225642010241e-08,-2.4471666427979753e-08,-1.3881718857748861e-08,2.0429453743764665e-08,-5.768987078229917e-08,2.529391978817622e-08,-0.006768863653939393,0.0014521883632024177,-0.0020720801120616356,-0.0006823602491698417,0.0015997389062138209,-1.312484253920179e-09,-0.002389560276767582,0.0035322140312084734,0.00044978836368571816,0.002400382931425181,0.004761741349819219,0.00023320933487820504,-1.3209489976894117e-06,0.0017105193815048938,0.0011220644232807604,0.00012753798232605963,-0.004273361827580527,0.0016348339741500313,0.001283533400053752,0.00437641981420661,0.0018199576375723147,-0.007427099574372686,0.0019517436340663178,0.001900674169879842,-0.009946904762966348,0.0029875345040454816,0.005679893360141677,0.006317475116786962,0.0040189098651906355,-0.0033306954577554822,-0.000772244652369486,0.00335895406436024,0.003172651023126328,-0.0035259933670003024,-0.009317949412902444,-0.0014790038520011844,-0.009370294445063999,-0.012681803987966709,-0.0013169428756772718,-0.00023242597897013233,-0.013226862738810408,-0.00828417763964973,0.0002594272455065759,-0.0011686021532714846,-0.008765233095068391,0.00033632359969051575,0.0011648922757605251,-0.0024938484522158324,0.0007225742029891963,0.006857264172908632,-0.007257026067506427
la29.pt,0.00145648557510701,-0.0014251165141371308,3.858739650369979e-05,1.0061320809264137e-05,0.001093976213333704,0.0005462983024856283,2.037115787162394e-05,0.00019867202007511702,-0.001080403216461653,-0.0009083674633227268,-0.0011379562810714934,-0.002543791527503226,-0.0008846106559679046,-0.0017717752987697758,-0.0007998662012729752,-0.00040197709660157784,-0.0011736233507029699,-0.0034702576905672865,-0.0014441160265966106,-7.915481060318385e-06,-0.006779505022659752,-0.00786164937383112,-0.00781689533140914,-0.007899891132741423,-0.001949454414821336,0.0011602617922294555,0.006036807504983343,0.0015784799696488205,-0.001080454187509036,0.0016056381896764804,0.0019584040299541815,0.001787355212273791,-0.007262729530691596,-7.688169774839462e-08,-1.9916145470948712e-08,-1.6258579983777223e-08,1.3425171011356812e-08,-5.932649531003798e-08,2.3801525374285272e-08,-0.00676309668697212,0.001529209003797345,-0.0018851940668818139,-0.0009063273478379045,0.0016418939587627076,-1.3874098184440057e-09,-0.0020294756020616312,0.0036595117547415065,0.0005293472906564516,0.0024291194271357165,0.0046869899094263276,0.00037479323211629017,9.25307369662335e-05,0.001550567269687606,0.0011922452388298114,0.00014855678349481898,-0.0038825391039931816,0.0017243956279370811,0.0012798316663866025,0.004510449189983327,0.0019042123698449391,-0.0071451560385174355,0.002222356099969719,0.0019261250975995052,-0.00954901777974363,0.0030962356396916605,0.005824836723273478,0.006460887241058336,0.0040731950885773,-0.0032413228219652585,-0.0007701050578588598,0.00336262977622966,0.0032985556231264865,-0.003545778798141243,-0.008789101715639791,-0.0016378722153416523,-0.009114840946098999,-0.01255384202433112,-0.0012077790641196432,-0.001456754655095099,-0.013370964009814953,-0.008144134560324642,0.00010661063535374928,-0.0012585129655323603,-0.008837863638771296,0.00035248268770950305,0.0010866636320209693,-0.0022743132959360825,-0.00017039719045978504,0.007036140836898795,-0.0070688617023332385
la30.pt,0.0014908698162812587,-0.0014713572559649983,2.2366131802177458e-05,-0.0002690072764918729,-8.157642354203237e-05,0.0010388073777159532,1.860969161108703e-05,-0.0002639838055322429,0.0013685637926471542,-0.0009273034184916957,-0.0011793136579496604,-0.0030468490604023753,-0.0008991721236352686,-0.002070956691305106,-0.0007250191308754997,-0.0004040208154036599,-0.0012552703850802534,-0.0032766333132792356,-0.0030396534848858596,0.00020036500059115582,-0.007343014915944589,-0.008173277300395318,-0.00817544189809069,-0.00836852865186021,-0.002144657443531039,0.0011125945584362304,0.0057832984234732696,0.0014476760953938171,-0.0007557658729994333,0.001687363286833827,0.0018815106934691992,0.0017498416543866575,-0.007446691618005111,-6.991697515174776e-08,-2.375641334845345e-08,-1.3841904318912191e-08,2.036842419285035e-08,-5.711266374799632e-08,2.4981489064379266e-08,-0.006715386265908874,0.0014492333551943553,-0.002074706654515662,-0.0006130303616300666,0.00159807305133816,-1.3249533396729643e-09,-0.0022654164295688923,0.003462029974668842,0.00048188540081736274,0.0022995772453332486,0.0048211338613405345,0.0002755590904494647,-1.403369507304889e-05,0.0015895348737293988,0.0011906303554224118,0.00016606845276572724,-0.004039611527050797,0.0016056650402666848,0.0013032015122650278,0.004289757262961183,0.0018480367569309588,-0.00733568521084398,0.0019935303206856394,0.001879580120241858,-0.009881808942540213,0.0030051748531679467,0.005828215234975217,0.006397794239575882,0.004088374729097068,-0.0027134106793148902,-0.0007544703559852656,0.0032363200939717405,0.003165781774329707,-0.0030486277466371266,-0.008956360464476615,-0.0014369534146227083,-0.009401094618525382,-0.012718565827150115,-0.0010463481989634574,-0.0003395022645987211,-0.013462294708381877,-0.008373591478174961,4.904410994056722e-05,-0.0011590853442368574,-0.00863538244737571,0.00030347420584818754,0.00123076055324688,-0.002311975998053581,0.00070034252932563,0.006979353403723906,-0.00716966687963744
la31.pt,0.001710976734247895,-0.0019842102131507697,-5.742124868255168e-05,-5.503015775199738e-05,0.0007061481304840366,-0.000762800557116879,3.3372998902732514e-05,4.9769429647036804e-05,-0.0008480469560112927,-0.0006833572865487967,-0.001778602869916875,-0.004054670435065826,-0.0010545912858191575,-0.0033100493847001374,-0.0015572603291095365,-0.00031582515660017114,-0.0015424443850924469,-0.004852118997214993,-0.0012698576160501307,0.0006457998930128556,-0.006432857681966263,-0.007366937172174841,-0.007496879386038394,-0.00754456169979011,-0.0035151066278454606,0.0010940029530168776,0.006269185745473238,0.0016046448687369998,-0.001402509492684455,0.001987118318767378,0.0021183003754177317,0.0018730294284033306,-0.006104439899421963,-6.948335640532307e-08,-2.2040408159620724e-08,-1.426341593792854e-08,1.3618576186643281e-08,-6.222384013723754e-08,2.3340815750918988e-08,-0.006360726090685,0.0015196057402914191,-0.0025989308239544842,-0.0015691781645487712,0.0016399925090143954,-1.317679948543201e-09,-0.0027348307053593306,0.0039173739550230164,0.00046989687056069415,0.0026167687296286078,0.004845688771336571,0.0005681093007241209,-0.00012942002032946136,0.0026750453348422104,0.000890999865949679,-0.000542091956213969,-0.004803234636064356,0.0017115247693016958,0.0014514953271166184,0.004649071785298711,0.001773214746397401,-0.006412934407193939,0.0021602380719136748,0.001890331023161956,-0.008463407937397084,0.003057732590682783,0.006438955350775238,0.006961355310671216,0.00418974268179493,-0.003463549850019986,-0.0013830565683066317,0.0033002733489553436,0.0037891865647778004,-0.0034926802766854135,-0.007916454000984135,-0.0005656749588936043,-0.007831043463318239,-0.011689263887393778,-0.0016213272935281667,-0.0004246995449541285,-0.012613288184357599,-0.007474159457535366,-0.0005592620451746472,-0.0018037408512412082,-0.007624304292675749,0.0007222820667015429,-0.0008386808356203142,-0.0028367542183213605,0.001095226780632001,0.00747482087678268,-0.006158930673773424
la32.pt,0.001631037033465333,-0.00198004770293653,1.8900767014279166e-05,0.0014824272017902507,-0.000272184376150829,0.0011658375156742692,2.4918025045340535e-05,0.0003825001332007876,0.0012895117123891404,-0.0008496351095818855,-0.0018129019926144947,-0.004726072269870313,-0.0010824625358922034,-0.0035204417979839064,-0.0013929821556732669,-0.00030817680530106223,-0.0016797220987904374,-0.00474129397992805,0.0029103632993897556,0.0008984838267289044,-0.006592421981676234,-0.0075962497076869995,-0.007538200732298886,-0.007978359900632694,-0.003177133245469349,0.0010580524440996196,0.006367215000642341,0.0016891356961729672,-0.0013719616502116526,0.0020282518669380275,0.0021401038619774373,0.0017681982361758962,-0.006213688422601034,-7.145481137070612e-08,-2.446772518824571e-08,-7.956950825894507e-09,1.1283409378734633e-08,-5.872535127194011e-08,2.6395764984008145e-08,-0.006075143198775254,0.0015062150400189291,-0.002971401297866546,-0.0013198670954086126,0.0016481975418804258,-9.617279797405964e-10,-0.0029165736902730197,0.0040541183976552575,0.00048635767096087516,0.002579796999326451,0.0049723491575202885,0.0006972552432469608,0.00026412652596753173,0.002660032036813572,0.0010031103135129888,-0.0007740698562345706,-0.0053922584749707195,0.001805829025250214,0.0013893289271604103,0.0047329519690643305,0.001842502577608246,-0.00633395616806873,0.001956865947621483,0.0018620312213407186,-0.00852509662067283,0.003006680535424498,0.006486229532800151,0.007113803096763745,0.004185677206124707,-0.003574194487573162,-0.0012701397460498354,0.003357084927102392,0.0036112743459284363,-0.003942196662123495,-0.008355377983845863,-0.00035713168166890774,-0.008225436334894889,-0.011611775168254847,-0.001512427787179133,-0.00021203990918357822,-0.012356672691973531,-0.008324614914384163,-0.00037182131601830136,-0.0016298259193396334,-0.00727453209155546,0.0005710548806712916,0.0015931018150579237,-0.003151699152996265,0.0008971494693749335,0.007956269761668727,-0.006116784103979623
la33.pt,0.0017357407859629277,-0.0017928128006631434,-5.344143597819261e-05,-0.00022264539207326214,0.0003671353309818285,0.0005254932442668135,3.72183422075287e-05,4.369714837287477e-05,-0.0007621500652656197,-0.0009524940830909606,-0.0017049743633146142,-0.0036207973455563637,-0.0009422905173455195,-0.0031143934592013345,-0.0014801434341138572,-0.0003163387845433177,-0.0013401892539654325,-0.00431719236914721,-0.0015994947546206868,0.0006130516108505961,-0.006139972017290171,-0.007298345256070145,-0.007409944605640571,-0.007351425426473318,-0.0030296308300466275,0.001087711752542821,0.006389081564563181,0.0016201447277876648,-0.001388033044752399,0.0020081172161659296,0.0022775637066886024,0.0019212593969955471,-0.006042931862738854,-7.774889915784997e-08,-2.6916958326372242e-08,-1.4357430974351653e-08,1.3082188659538857e-08,-5.849199784252261e-08,2.2651699464645637e-08,-0.00593331639320832,0.0015405114924590968,-0.0024580116976567483,-0.0014684098803223612,0.0017128611167868434,-1.399878904196791e-09,-0.0027045069926207865,0.004080450778714143,0.0004962689584322602,0.0025992001815186845,0.004984481703446339,0.000593496350484691,1.009954128791867e-05,0.002617164072419911,0.0009926369738770177,-0.0004344404747161673,-0.004248798721804794,0.0018171346607183422,0.0014539240937741834,0.004958221359367735,0.0018448159384407976,-0.006105432136374738,0.002177475903357472,0.0018964044335343614,-0.008196238076023305,0.0030970061783918332,0.006472380717781113,0.0071125864765353534,0.004235232906034318,-0.00244639873395603,-0.0013572481265217403,0.0034989580775869767,0.003883510588456181,-0.0029946748716534995,-0.00760394782501366,9.224433687279384e-06,-0.007778769683049344,-0.011342617312942544,-0.0011514587084159344,0.0003106931483106713,-0.012287936229644553,-0.007387302224488773,-0.0001206959771062105,-0.0015470953550616115,-0.007195285990421954,0.0007253164372451714,0.0007023774161377764,-0.0026105154540943896,0.0012555778067763425,0.007763826680385031,-0.006022748914599706
la34.pt,0.0017259972532086346,-0.0019372416588119244,-5.374984263277085e-05,-0.00027828684244330043,0.0003970293246790431,0.0004580138306713691,3.5607603959649755e-05,2.476087314074237e-05,-0.0008731138350674797,-0.0009496509079182236,-0.001831742740568547,-0.0037311315699917386,-0.0009216997319488965,-0.003348264874562856,-0.0015469476057871437,-0.000272494989420844,-0.0014099843654193913,-0.004557192485704117,-0.0016894150051373665,0.0002593294872513302,-0.006135546681153075,-0.007329752243445244,-0.007447469096057234,-0.007467691556117749,-0.00334040696631,0.0011209828094957415,0.006356774631202257,0.0016449052103765466,-0.0014151897640391996,0.001963404632377003,0.0022557950120885737,0.0019231910215997056,-0.006094388640723619,-7.252794813564357e-08,-2.4145774391741145e-08,-1.3595565990682304e-08,1.3436904243589155e-08,-5.634102197163633e-08,2.3434940167023388e-08,-0.006040146580979963,0.0015369244089078076,-0.002517789625871853,-0.0015856492884435888,0.0016811491625720206,-1.399878904196791e-09,-0.0028350036636111894,0.00404364601915972,0.0004819887435860936,0.0026060051079376876,0.004883149445819334,0.0005856417117990744,3.988909112340918e-05,0.002654441083403053,0.0009662641196438117,-0.0005204180537321965,-0.004424035619298401,0.0017691036436737872,0.0014829589089889572,0.004907775413153969,0.0018819336601407165,-0.006231125881587907,0.0021757359740541197,0.0019009692493710656,-0.008277942166216372,0.0030771305128926827,0.006423525226474777,0.007086261796307732,0.004213377525553309,-0.002989583191689047,-0.001404885504313693,0.0034429501242029094,0.003827437595629803,-0.0034823460934350586,-0.007716793930945179,-0.0003112856028475968,-0.007935218574267688,-0.011321853163063236,-0.001118269639740318,0.0005685612511637049,-0.012129793958344086,-0.0074486259296538525,-0.0002436668773321542,-0.0015150772468132156,-0.007288081065549064,0.0007866073830477097,0.0007293614988589565,-0.0027410292010401262,0.0013492977295472778,0.007697390312862878,-0.006110612183920946
la35.pt,0.001633604766148555,-0.001850639939434887,3.6679824374507867e-06,-0.00010434563452678193,0.0004942899143813694,0.0007132308016836327,3.557995078962105e-05,0.0001373422014910953,0.0012261221589451629,-0.0009152014562081925,-0.0015531435198031691,-0.0037323778893122426,-0.0008062982185793398,-0.003056963763055114,-0.0013874530132281355,-0.00026626243151427247,-0.0014551454875244222,-0.004302894124493003,-0.002209875745156374,0.0007717186982090492,-0.0064452520218103455,-0.007333105475991314,-0.007534885838528119,-0.00734887596962615,-0.002999923590452378,0.001135500857844366,0.006463357033179219,0.0016507290192970636,-0.0011253730895267706,0.002023483350318839,0.002216064749406621,0.0019217646771902738,-0.006118516053481749,-7.138788128076013e-08,-2.2525227781864288e-08,-1.2572691708250938e-08,1.3428034112598188e-08,-5.621409157965617e-08,2.4045859521878063e-08,-0.006262493831775398,0.0014286408173891983,-0.0023636576075973087,-0.0014818617474557018,0.001757452368889933,-1.317679948543201e-09,-0.0027787344501391813,0.004052544326356218,0.0005601570395330106,0.00270245288132882,0.005122338506724371,0.000650859798503845,0.00021606968225749575,0.0027712942048171364,0.0009088164682638458,-0.0005877940100139259,-0.0044792775401128,0.0018100241978409785,0.0014637311433334235,0.004904653392302433,0.0018074790171324958,-0.005881329357695027,0.002172634598331052,0.0018946793294122688,-0.008186814016789003,0.0031396603983570026,0.006519891213607823,0.007125666118785845,0.004359368481392836,-0.0025107358524230905,-0.0004632039631947097,0.0034201258023903616,0.0039041736853613284,-0.0031991967479842827,-0.0076288400044136175,-0.00031699204081106665,-0.008126494169389337,-0.011402077917683199,-0.0012693319564556123,-0.0012852084156119207,-0.01241691338857337,-0.007656529842879823,-0.00012514756977326003,-0.0014631633908962554,-0.007361087256102136,0.0005682234772160968,0.0009268673381622844,-0.002539206044278205,0.0009371274138042658,0.007850603332035156,-0.006158351642672304
la36.pt,-0.0013711356230898474,0.0003033362234141373,3.7453774104372334e-05,-6.382936752384098e-05,0.00024775673651391525,0.0015080471699347915,5.30699217412607e-05,-0.0003572588185201631,-0.0008401313279993036,-0.0004519055769987834,0.0002902281334164244,0.00015973857643918556,-1.8251743646134314e-05,0.0007063599605609922,0.0006886533380480071,0.00011543044314039479,0.00011568025211383658,4.188178662066313e-05,-0.0006532220543276773,-0.00044523568415081785,-0.0022305326203202504,-0.002700101237172685,-0.0023657912882398633,-0.0027467437136712665,0.00048347350913108673,0.0005316111170989588,-0.006393436530055315,-0.0020152703857462787,0.0005394353297496516,-0.0007916296261549059,-0.003287429658884067,-0.0018924794992822601,-0.0020968107546410638,-4.604579755631495e-08,-2.7928664396950966e-08,-2.3283984286625143e-08,-2.0523215566823328e-08,-1.3754570880978891e-07,3.294287635133886e-08,-0.0017787937582289185,-0.0018890386968061946,0.0006927572800843079,0.0006801234305882098,-0.002286327550612553,-5.63023306631616e-10,0.0007180778882817517,-0.00023012414129196037,0.0028179124504243494,0.0015063565662175038,-0.008874982712624583,0.003930483925139353,0.0010145576475676678,-0.001965884307638325,-0.000522334402545895,0.001089058641119372,0.0004973087294892414,-0.0013857558641215252,0.0006216898349449616,-0.0023715868356450854,-0.001311585555614593,-0.0019181661980671556,-0.001159759233671801,-0.0015192594454091941,-0.003766059792705004,-0.001689723422272817,-0.005356980339991612,-0.0023443562650981367,-0.004367894425758173,-0.0007314261941513918,-0.0003395440744554632,-0.0030660858892568197,0.004064756337951537,-0.0003651737443361432,-0.0031246539130453427,4.4519015428748785e-05,-0.00273603650488624,-0.004591396107110434,-0.0005253345889978086,-0.0002579957115232314,-0.004840100319235008,-0.00239750671665077,7.981320976251713e-05,0.00019750972377392603,-0.002339886311211757,0.0002737908652868322,0.0009517101570907552,0.0005832846926493245,0.001599731514803638,-0.006215292310755543,-0.0019005191863455454
la37.pt,-0.0013571629274954334,0.00039137919830606457,9.65477547167067e-05,0.002754554561700795,-0.0004193449859516592,-0.0001245611261050191,0.0001296830086957612,0.0008798757693364755,0.0005221720584956042,0.0005216303482345656,0.00028474634099632926,0.00024407243698270386,-7.389982541983668e-05,0.0007585481595629392,0.0005596439935220759,-3.058656801343847e-05,0.00019385295700529286,-9.318952712581438e-05,0.0005820538367120097,0.0010597468434952301,-0.0023550073098099356,-0.0029214320217257846,-0.0026312222640140514,-0.0029231673031695107,0.0003763252537267168,0.000249852719417529,-0.00602823464512923,-0.0021323526529164055,0.0006115920174274212,-0.0008054970361599202,-0.0029903914884029403,-0.0015752306837993925,-0.002218631958589067,-4.1996700622495576e-08,-2.786665971705309e-08,-1.0769655452353574e-08,-1.5332568015297558e-08,-1.312985064778429e-07,3.548243504374764e-08,-0.001960539229414442,-0.0017502885688715727,0.000779287653247812,0.00031121585243884227,-0.0021049469322237625,-1.0706387213903728e-10,0.0004934041796850597,-0.00066717979608773,0.0023136531778957517,0.001352899568444763,-0.008538901978442237,0.0036229328271668478,0.0009035137780605303,-0.0027457527967532,-0.0004728713173293487,0.0009133768736019452,0.000479420942130843,-0.001409371868927399,0.0007487170329300918,-0.002328937126562523,-0.0010541022800206327,-0.00201773943457896,-0.0011842782459818952,-0.001074465346012808,-0.0036969543116047252,-0.0014279317537720375,-0.0036848132745213704,-0.002490563352811696,-0.0037632528768849235,-0.0007999210752775764,-0.00010758644861411155,-0.0026327911816306834,0.004704536762859418,-0.0002865129782901249,-0.0033728406739194994,-0.0005299950671553699,-0.0030782348112501977,-0.0047391422720525905,-0.0005631044213603703,-0.0001822652043961141,-0.005248820953757051,-0.0027499798892166465,-7.769024959812382e-05,0.00023491607931357301,-0.002114033034715797,0.0011875236240744907,-7.824391485264784e-05,0.0005496311376418242,0.0015026347805437842,-0.005600172067930277,-0.002073695450295995
