exact_class_id,n_permutations,n_distinct_perm_tuples,makespan_mean,makespan_median,makespan_min,makespan_max,failures_mean,failures_median,failures_max,nSolutions_mean,nSolutions_median,solveTime_mean,time_mean,propagations_mean,opt_rate,b_00,b_01,b_02,b_03,b_10,b_11,b_12,b_13,b_20,b_21,b_22,b_23,b_30,b_31,b_32,b_33,betweenness_mean,betweenness_std,betweenness_range,row_dispersion,col_dispersion,diag_proxy,anti_diag_proxy,matrix_json,macro_class_id
412,1152,1152,21.166666666666668,21.0,21,22,0.036458333333333336,0.0,3,4.763888888888889,5.0,19.41058767361111,117.40364583333333,400.6579861111111,1.0,0.041544117647,0.051838235294,0.056617647059,0.066789215686,0.048161764706,0.063480392157,0.052941176471,0.059068627451,0.058823529412,0.063848039216,0.044485294118,0.057107843137,0.062990196078,0.070588235294,0.062254901961,0.055024509804,0.057222732843187504,0.007747830277956602,0.029044117647000003,0.013017733194786617,0.015639861012209176,0.204534313726,0.246568627451,"[[0.041544117647, 0.051838235294, 0.056617647059, 0.066789215686], [0.048161764706, 0.063480392157, 0.052941176471, 0.059068627451], [0.058823529412, 0.063848039216, 0.044485294118, 0.057107843137], [0.062990196078, 0.070588235294, 0.062254901961, 0.055024509804]]",0
415,288,288,21.166666666666668,21.0,21,22,0.13194444444444445,0.0,3,5.288194444444445,5.0,20.25496875,120.375,359.12847222222223,1.0,0.049509803922,0.055882352941,0.06262254902,0.062867647059,0.049509803922,0.055882352941,0.06262254902,0.062867647059,0.049509803922,0.055882352941,0.062867647059,0.06262254902,0.049509803922,0.055882352941,0.062867647059,0.06262254902,0.0577205882355,0.005507211683468054,0.013357843136999996,1.962615573354719e-17,0.022026119547641373,0.23088235294200002,0.230882352942,"[[0.049509803922, 0.055882352941, 0.06262254902, 0.062867647059], [0.049509803922, 0.055882352941, 0.06262254902, 0.062867647059], [0.049509803922, 0.055882352941, 0.062867647059, 0.06262254902], [0.049509803922, 0.055882352941, 0.062867647059, 0.06262254902]]",0
425,576,576,21.166666666666668,21.0,21,22,0.04861111111111111,0.0,5,4.814236111111111,5.0,19.38226215277778,120.0625,395.21180555555554,1.0,0.041789215686,0.041789215686,0.055637254902,0.055637254902,0.050612745098,0.050612745098,0.050245098039,0.050245098039,0.052450980392,0.052450980392,0.047181372549,0.047181372549,0.055392156863,0.055392156863,0.056985294118,0.056985294118,0.051286764705875,0.004719728532426074,0.015196078432,0.011584610096874514,0.00490196078449999,0.19656862745099998,0.213725490196,"[[0.041789215686, 0.041789215686, 0.055637254902, 0.055637254902], [0.050612745098, 0.050612745098, 0.050245098039, 0.050245098039], [0.052450980392, 0.052450980392, 0.047181372549, 0.047181372549], [0.055392156863, 0.055392156863, 0.056985294118, 0.056985294118]]",0
427,576,576,21.166666666666668,21.0,21,22,0.11631944444444445,0.0,5,4.904513888888889,5.0,19.23073090277778,116.80729166666667,328.8767361111111,1.0,0.045588235294,0.047794117647,0.050735294118,0.053431372549,0.047671568627,0.053921568627,0.047671568627,0.053921568627,0.050735294118,0.053431372549,0.045588235294,0.047794117647,0.057843137255,0.049142156863,0.057843137255,0.049142156863,0.0507659313725,0.003791476342581651,0.012254901961,0.006704450670111362,0.0012254901959999967,0.194240196078,0.21237745098,"[[0.045588235294, 0.047794117647, 0.050735294118, 0.053431372549], [0.047671568627, 0.053921568627, 0.047671568627, 0.053921568627], [0.050735294118, 0.053431372549, 0.045588235294, 0.047794117647], [0.057843137255, 0.049142156863, 0.057843137255, 0.049142156863]]",0
430,576,576,21.166666666666668,21.0,21,22,0.10416666666666667,0.0,2,4.972222222222222,5.0,19.318727430555555,118.93055555555556,400.6736111111111,1.0,0.049142156863,0.05,0.051593137255,0.052941176471,0.052941176471,0.051593137255,0.05,0.049142156863,0.053431372549,0.050612745098,0.050612745098,0.053431372549,0.060171568627,0.050735294118,0.050735294118,0.060171568627,0.052328431372624995,0.0032539014820140554,0.011029411764000005,0.007438230835658927,0.006372549019500018,0.211519607843,0.213725490196,"[[0.049142156863, 0.05, 0.051593137255, 0.052941176471], [0.052941176471, 0.051593137255, 0.05, 0.049142156863], [0.053431372549, 0.050612745098, 0.050612745098, 0.053431372549], [0.060171568627, 0.050735294118, 0.050735294118, 0.060171568627]]",0
431,576,576,21.166666666666668,21.0,21,22,0.11631944444444445,0.0,4,5.053819444444445,5.0,19.603159722222223,119.26388888888889,369.77777777777777,1.0,0.047321428571,0.049947478992,0.051505602241,0.054131652661,0.048109243697,0.050385154062,0.053203781513,0.050577731092,0.051505602241,0.049947478992,0.047321428571,0.054131652661,0.053203781513,0.050385154062,0.048109243697,0.050577731092,0.050647759103625,0.0021644702750231387,0.006810224089999997,0.00031512605050000586,0.003947819426597153,0.195605742296,0.21048669467900002,"[[0.047321428571, 0.049947478992, 0.051505602241, 0.054131652661], [0.048109243697, 0.050385154062, 0.053203781513, 0.050577731092], [0.051505602241, 0.049947478992, 0.047321428571, 0.054131652661], [0.053203781513, 0.050385154062, 0.048109243697, 0.050577731092]]",0
335,1152,1152,21.25,21.0,21,22,0.21614583333333334,0.0,3,5.180555555555555,5.0,19.645565972222222,117.86024305555556,372.0685763888889,1.0,0.034383753501,0.037990196078,0.064460784314,0.070833333333,0.050140056022,0.053431372549,0.05987394958,0.056495098039,0.063602941176,0.058841036415,0.052521008403,0.058158263305,0.068697478992,0.062394957983,0.063848039216,0.053676470588,0.056834296218375005,0.009617789663619598,0.036449579832,0.015230662302330842,0.012693829625328293,0.19401260504099999,0.25824579832,"[[0.034383753501, 0.037990196078, 0.064460784314, 0.070833333333], [0.050140056022, 0.053431372549, 0.05987394958, 0.056495098039], [0.063602941176, 0.058841036415, 0.052521008403, 0.058158263305], [0.068697478992, 0.062394957983, 0.063848039216, 0.053676470588]]",0
342,1152,1152,21.25,21.0,21,22,0.2204861111111111,0.0,4,5.28125,5.0,19.565006076388887,119.51736111111111,367.23350694444446,1.0,0.035906862745,0.041053921569,0.054779411765,0.063235294118,0.056495098039,0.047794117647,0.05931372549,0.063602941176,0.057352941176,0.06237745098,0.054534313725,0.053799019608,0.061029411765,0.060784313725,0.040196078431,0.048406862745,0.053791360294,0.00845715534046858,0.027696078431000005,0.01361545942865083,0.008093049944995765,0.186642156862,0.24595588235299998,"[[0.035906862745, 0.041053921569, 0.054779411765, 0.063235294118], [0.056495098039, 0.047794117647, 0.05931372549, 0.063602941176], [0.057352941176, 0.06237745098, 0.054534313725, 0.053799019608], [0.061029411765, 0.060784313725, 0.040196078431, 0.048406862745]]",0
377,1152,1152,21.25,21.0,21,22,0.22569444444444445,0.0,6,5.3359375,5.0,19.605735243055555,119.296875,366.34375,1.0,0.042401960784,0.046323529412,0.055514705882,0.064705882353,0.052328431373,0.047671568627,0.06237745098,0.054044117647,0.057475490196,0.060416666667,0.044607843137,0.055882352941,0.058823529412,0.054289215686,0.054411764706,0.049387254902,0.0537913602940625,0.006187128013823969,0.022303921568999997,0.0036625297371583538,0.0059232994553602425,0.18406862745,0.24632352941199998,"[[0.042401960784, 0.046323529412, 0.055514705882, 0.064705882353], [0.052328431373, 0.047671568627, 0.06237745098, 0.054044117647], [0.057475490196, 0.060416666667, 0.044607843137, 0.055882352941], [0.058823529412, 0.054289215686, 0.054411764706, 0.049387254902]]",0
123,288,288,21.333333333333332,21.0,21,22,0.0798611111111111,0.0,7,5.097222222222222,5.0,19.877635416666667,120.85069444444444,405.2083333333333,1.0,0.043014705882,0.043014705882,0.064215686275,0.064215686275,0.043014705882,0.043014705882,0.064215686275,0.064215686275,0.059068627451,0.07818627451,0.065441176471,0.067892156863,0.07818627451,0.059068627451,0.067892156863,0.065441176471,0.060631127451125005,0.011362539636502581,0.035171568628,0.028063725490499986,0.019240196079500005,0.21691176470600002,0.28480392157,"[[0.043014705882, 0.043014705882, 0.064215686275, 0.064215686275], [0.043014705882, 0.043014705882, 0.064215686275, 0.064215686275], [0.059068627451, 0.07818627451, 0.065441176471, 0.067892156863], [0.07818627451, 0.059068627451, 0.067892156863, 0.065441176471]]",0
