job,machine,btw,perm,perm_idx,betweenness_mean
2,1,0.06887254901960785,"(0, 0, 12, 23)",311,0.056801470588235294
2,3,0.05661764705882352,"(0, 0, 12, 23)",311,0.056801470588235294
3,3,0.0752450980392157,"(0, 0, 12, 23)",311,0.056801470588235294
3,2,0.054411764705882354,"(0, 0, 12, 23)",311,0.056801470588235294
3,1,0.05294117647058823,"(0, 0, 12, 23)",311,0.056801470588235294
3,0,0.08308823529411766,"(0, 0, 12, 23)",311,0.056801470588235294
0,0,0.04734477124183006,"(0, 0, 13, 5)",317,0.06095281862745097
0,1,0.07749183006535948,"(0, 0, 13, 5)",317,0.06095281862745097
0,2,0.058782679738562084,"(0, 0, 13, 5)",317,0.06095281862745097
0,3,0.04256535947712418,"(0, 0, 13, 5)",317,0.06095281862745097
1,0,0.04734477124183006,"(0, 0, 13, 5)",317,0.06095281862745097
1,1,0.07749183006535945,"(0, 0, 13, 5)",317,0.06095281862745097
1,2,0.058782679738562084,"(0, 0, 13, 5)",317,0.06095281862745097
1,3,0.04256535947712418,"(0, 0, 13, 5)",317,0.06095281862745097
2,2,0.07916666666666666,"(0, 0, 13, 5)",317,0.06095281862745097
2,0,0.06740196078431372,"(0, 0, 13, 5)",317,0.06095281862745097
2,3,0.07279411764705881,"(0, 0, 13, 5)",317,0.06095281862745097
2,1,0.05298202614379085,"(0, 0, 13, 5)",317,0.06095281862745097
3,0,0.057638888888888885,"(0, 0, 13, 5)",317,0.06095281862745097
3,3,0.08361928104575161,"(0, 0, 13, 5)",317,0.06095281862745097
3,2,0.05743464052287581,"(0, 0, 13, 5)",317,0.06095281862745097
3,1,0.05183823529411764,"(0, 0, 13, 5)",317,0.06095281862745097
0,0,0.0487219887955182,"(0, 0, 13, 13)",325,0.06151523109243697
0,1,0.0835609243697479,"(0, 0, 13, 13)",325,0.06151523109243697
0,2,0.0835609243697479,"(0, 0, 13, 13)",325,0.06151523109243697
0,3,0.04872198879551821,"(0, 0, 13, 13)",325,0.06151523109243697
1,0,0.0487219887955182,"(0, 0, 13, 13)",325,0.06151523109243697
1,1,0.08356092436974787,"(0, 0, 13, 13)",325,0.06151523109243697
1,2,0.0835609243697479,"(0, 0, 13, 13)",325,0.06151523109243697
1,3,0.04872198879551821,"(0, 0, 13, 13)",325,0.06151523109243697
2,2,0.045500700280112036,"(0, 0, 13, 13)",325,0.06151523109243697
2,0,0.06827731092436974,"(0, 0, 13, 13)",325,0.06151523109243697
2,3,0.06827731092436976,"(0, 0, 13, 13)",325,0.06151523109243697
2,1,0.045500700280112036,"(0, 0, 13, 13)",325,0.06151523109243697
3,2,0.045500700280112036,"(0, 0, 13, 13)",325,0.06151523109243697
3,0,0.06827731092436976,"(0, 0, 13, 13)",325,0.06151523109243697
3,3,0.06827731092436976,"(0, 0, 13, 13)",325,0.06151523109243697
3,1,0.045500700280112036,"(0, 0, 13, 13)",325,0.06151523109243697
0,0,0.04901960784313726,"(0, 0, 13, 15)",327,0.05644914215686274
0,1,0.055759803921568624,"(0, 0, 13, 15)",327,0.05644914215686274
0,2,0.06544117647058822,"(0, 0, 13, 15)",327,0.05644914215686274
0,3,0.043382352941176476,"(0, 0, 13, 15)",327,0.05644914215686274
1,0,0.04901960784313726,"(0, 0, 13, 15)",327,0.05644914215686274
1,1,0.05575980392156861,"(0, 0, 13, 15)",327,0.05644914215686274
1,2,0.06544117647058822,"(0, 0, 13, 15)",327,0.05644914215686274
1,3,0.04338235294117646,"(0, 0, 13, 15)",327,0.05644914215686274
2,2,0.054779411764705875,"(0, 0, 13, 15)",327,0.05644914215686274
2,0,0.0730392156862745,"(0, 0, 13, 15)",327,0.05644914215686274
2,3,0.05355392156862745,"(0, 0, 13, 15)",327,0.05644914215686274
2,1,0.05294117647058823,"(0, 0, 13, 15)",327,0.05644914215686274
3,2,0.04865196078431372,"(0, 0, 13, 15)",327,0.05644914215686274
3,1,0.058333333333333334,"(0, 0, 13, 15)",327,0.05644914215686274
3,3,0.05723039215686274,"(0, 0, 13, 15)",327,0.05644914215686274
3,0,0.07745098039215685,"(0, 0, 13, 15)",327,0.05644914215686274
0,0,0.04338235294117647,"(0, 0, 13, 16)",328,0.05958946078431372
0,1,0.07340686274509803,"(0, 0, 13, 16)",328,0.05958946078431372
0,2,0.07340686274509803,"(0, 0, 13, 16)",328,0.05958946078431372
0,3,0.04338235294117646,"(0, 0, 13, 16)",328,0.05958946078431372
1,0,0.04338235294117647,"(0, 0, 13, 16)",328,0.05958946078431372
1,1,0.07340686274509803,"(0, 0, 13, 16)",328,0.05958946078431372
1,2,0.07340686274509804,"(0, 0, 13, 16)",328,0.05958946078431372
1,3,0.04338235294117647,"(0, 0, 13, 16)",328,0.05958946078431372
2,2,0.04767156862745097,"(0, 0, 13, 16)",328,0.05958946078431372
2,0,0.06850490196078429,"(0, 0, 13, 16)",328,0.05958946078431372
2,3,0.0685049019607843,"(0, 0, 13, 16)",328,0.05958946078431372
2,1,0.047671568627450985,"(0, 0, 13, 16)",328,0.05958946078431372
3,2,0.05183823529411765,"(0, 0, 13, 16)",328,0.05958946078431372
3,3,0.07512254901960784,"(0, 0, 13, 16)",328,0.05958946078431372
3,0,0.07512254901960784,"(0, 0, 13, 16)",328,0.05958946078431372
3,1,0.05183823529411765,"(0, 0, 13, 16)",328,0.05958946078431372
0,0,0.04522058823529412,"(0, 0, 13, 17)",329,0.056219362745098034
0,1,0.06580882352941175,"(0, 0, 13, 17)",329,0.056219362745098034
0,2,0.06433823529411763,"(0, 0, 13, 17)",329,0.056219362745098034
0,3,0.037377450980392156,"(0, 0, 13, 17)",329,0.056219362745098034
1,0,0.04522058823529412,"(0, 0, 13, 17)",329,0.056219362745098034
1,1,0.06580882352941175,"(0, 0, 13, 17)",329,0.056219362745098034
1,2,0.06433823529411763,"(0, 0, 13, 17)",329,0.056219362745098034
1,3,0.037377450980392156,"(0, 0, 13, 17)",329,0.056219362745098034
2,2,0.04901960784313725,"(0, 0, 13, 17)",329,0.056219362745098034
2,0,0.08026960784313723,"(0, 0, 13, 17)",329,0.056219362745098034
2,3,0.0631127450980392,"(0, 0, 13, 17)",329,0.056219362745098034
2,1,0.044117647058823525,"(0, 0, 13, 17)",329,0.056219362745098034
3,2,0.05049019607843137,"(0, 0, 13, 17)",329,0.056219362745098034
3,3,0.062132352941176465,"(0, 0, 13, 17)",329,0.056219362745098034
3,1,0.05392156862745098,"(0, 0, 13, 17)",329,0.056219362745098034
3,0,0.07095588235294117,"(0, 0, 13, 17)",329,0.056219362745098034
0,0,0.0392156862745098,"(0, 0, 13, 21)",333,0.05162377450980392
0,1,0.053308823529411756,"(0, 0, 13, 21)",333,0.05162377450980392
0,2,0.053308823529411756,"(0, 0, 13, 21)",333,0.05162377450980392
0,3,0.039215686274509796,"(0, 0, 13, 21)",333,0.05162377450980392
1,0,0.0392156862745098,"(0, 0, 13, 21)",333,0.05162377450980392
1,1,0.053308823529411756,"(0, 0, 13, 21)",333,0.05162377450980392
1,2,0.05330882352941175,"(0, 0, 13, 21)",333,0.05162377450980392
1,3,0.0392156862745098,"(0, 0, 13, 21)",333,0.05162377450980392
2,2,0.050245098039215674,"(0, 0, 13, 21)",333,0.05162377450980392
2,0,0.058823529411764705,"(0, 0, 13, 21)",333,0.05162377450980392
2,3,0.058823529411764705,"(0, 0, 13, 21)",333,0.05162377450980392
2,1,0.05024509803921568,"(0, 0, 13, 21)",333,0.05162377450980392
3,3,0.06862745098039216,"(0, 0, 13, 21)",333,0.05162377450980392
3,1,0.05024509803921568,"(0, 0, 13, 21)",333,0.05162377450980392
3,2,0.05024509803921569,"(0, 0, 13, 21)",333,0.05162377450980392
3,0,0.06862745098039215,"(0, 0, 13, 21)",333,0.05162377450980392
0,0,0.040563725490196094,"(0, 0, 13, 23)",335,0.05471813725490196
0,1,0.05808823529411764,"(0, 0, 13, 23)",335,0.05471813725490196
0,2,0.05808823529411764,"(0, 0, 13, 23)",335,0.05471813725490196
0,3,0.04056372549019607,"(0, 0, 13, 23)",335,0.05471813725490196
1,0,0.040563725490196094,"(0, 0, 13, 23)",335,0.05471813725490196
1,1,0.05808823529411764,"(0, 0, 13, 23)",335,0.05471813725490196
1,2,0.05808823529411764,"(0, 0, 13, 23)",335,0.05471813725490196
1,3,0.04056372549019608,"(0, 0, 13, 23)",335,0.05471813725490196
2,2,0.057843137254901957,"(0, 0, 13, 23)",335,0.05471813725490196
2,0,0.06654411764705881,"(0, 0, 13, 23)",335,0.05471813725490196
2,3,0.06654411764705881,"(0, 0, 13, 23)",335,0.05471813725490196
2,1,0.057843137254901957,"(0, 0, 13, 23)",335,0.05471813725490196
3,3,0.06372549019607843,"(0, 0, 13, 23)",335,0.05471813725490196
3,2,0.052328431372549014,"(0, 0, 13, 23)",335,0.05471813725490196
3,1,0.05232843137254902,"(0, 0, 13, 23)",335,0.05471813725490196
3,0,0.06372549019607843,"(0, 0, 13, 23)",335,0.05471813725490196
0,0,0.04256535947712419,"(0, 0, 14, 13)",349,0.060952818627450986
0,1,0.0587826797385621,"(0, 0, 14, 13)",349,0.060952818627450986
0,2,0.07749183006535948,"(0, 0, 14, 13)",349,0.060952818627450986
0,3,0.04734477124183007,"(0, 0, 14, 13)",349,0.060952818627450986
1,0,0.042565359477124184,"(0, 0, 14, 13)",349,0.060952818627450986
1,1,0.058782679738562084,"(0, 0, 14, 13)",349,0.060952818627450986
1,2,0.07749183006535948,"(0, 0, 14, 13)",349,0.060952818627450986
1,3,0.04734477124183006,"(0, 0, 14, 13)",349,0.060952818627450986
2,2,0.05183823529411765,"(0, 0, 14, 13)",349,0.060952818627450986
2,1,0.057434640522875814,"(0, 0, 14, 13)",349,0.060952818627450986
2,0,0.08361928104575163,"(0, 0, 14, 13)",349,0.060952818627450986
2,3,0.057638888888888885,"(0, 0, 14, 13)",349,0.060952818627450986
3,2,0.05298202614379085,"(0, 0, 14, 13)",349,0.060952818627450986
3,0,0.07279411764705883,"(0, 0, 14, 13)",349,0.060952818627450986
3,3,0.06740196078431374,"(0, 0, 14, 13)",349,0.060952818627450986
3,1,0.07916666666666668,"(0, 0, 14, 13)",349,0.060952818627450986
0,0,0.05723039215686275,"(0, 0, 14, 15)",351,0.06075367647058824
0,1,0.050612745098039216,"(0, 0, 14, 15)",351,0.06075367647058824
0,2,0.07806372549019606,"(0, 0, 14, 15)",351,0.06075367647058824
0,3,0.05759803921568627,"(0, 0, 14, 15)",351,0.06075367647058824
1,0,0.05723039215686275,"(0, 0, 14, 15)",351,0.06075367647058824
1,1,0.050612745098039216,"(0, 0, 14, 15)",351,0.06075367647058824
1,2,0.07806372549019608,"(0, 0, 14, 15)",351,0.06075367647058824
1,3,0.05759803921568627,"(0, 0, 14, 15)",351,0.06075367647058824
2,2,0.04522058823529412,"(0, 0, 14, 15)",351,0.06075367647058824
2,1,0.0545343137254902,"(0, 0, 14, 15)",351,0.06075367647058824
2,0,0.0784313725490196,"(0, 0, 14, 15)",351,0.06075367647058824
2,3,0.04534313725490195,"(0, 0, 14, 15)",351,0.06075367647058824
3,2,0.040318627450980395,"(0, 0, 14, 15)",351,0.06075367647058824
3,1,0.06433823529411764,"(0, 0, 14, 15)",351,0.06075367647058824
3,3,0.07598039215686274,"(0, 0, 14, 15)",351,0.06075367647058824
3,0,0.08088235294117647,"(0, 0, 14, 15)",351,0.06075367647058824
0,0,0.05049019607843138,"(0, 0, 14, 17)",353,0.059375000000000004
0,1,0.05674019607843137,"(0, 0, 14, 17)",353,0.059375000000000004
0,2,0.0678921568627451,"(0, 0, 14, 17)",353,0.059375000000000004
0,3,0.043382352941176476,"(0, 0, 14, 17)",353,0.059375000000000004
1,0,0.050490196078431374,"(0, 0, 14, 17)",353,0.059375000000000004
1,1,0.056740196078431365,"(0, 0, 14, 17)",353,0.059375000000000004
1,2,0.0678921568627451,"(0, 0, 14, 17)",353,0.059375000000000004
1,3,0.043382352941176476,"(0, 0, 14, 17)",353,0.059375000000000004
2,2,0.04767156862745098,"(0, 0, 14, 17)",353,0.059375000000000004
2,1,0.05269607843137255,"(0, 0, 14, 17)",353,0.059375000000000004
2,0,0.07720588235294118,"(0, 0, 14, 17)",353,0.059375000000000004
2,3,0.057230392156862736,"(0, 0, 14, 17)",353,0.059375000000000004
3,2,0.05134803921568627,"(0, 0, 14, 17)",353,0.059375000000000004
3,3,0.07426470588235294,"(0, 0, 14, 17)",353,0.059375000000000004
3,1,0.07536764705882353,"(0, 0, 14, 17)",353,0.059375000000000004
3,0,0.07720588235294118,"(0, 0, 14, 17)",353,0.059375000000000004
0,0,0.030514705882352944,"(0, 0, 14, 20)",356,0.05673800770308123
0,1,0.048039215686274506,"(0, 0, 14, 20)",356,0.05673800770308123
0,2,0.06526610644257702,"(0, 0, 14, 20)",356,0.05673800770308123
0,3,0.04058123249299721,"(0, 0, 14, 20)",356,0.05673800770308123
1,0,0.030514705882352944,"(0, 0, 14, 20)",356,0.05673800770308123
1,1,0.048039215686274506,"(0, 0, 14, 20)",356,0.05673800770308123
1,2,0.06526610644257702,"(0, 0, 14, 20)",356,0.05673800770308123
1,3,0.04058123249299721,"(0, 0, 14, 20)",356,0.05673800770308123
2,2,0.06024159663865546,"(0, 0, 14, 20)",356,0.05673800770308123
2,1,0.044117647058823525,"(0, 0, 14, 20)",356,0.05673800770308123
2,0,0.07990196078431372,"(0, 0, 14, 20)",356,0.05673800770308123
2,3,0.07016806722689076,"(0, 0, 14, 20)",356,0.05673800770308123
3,3,0.09093137254901959,"(0, 0, 14, 20)",356,0.05673800770308123
3,1,0.05619747899159663,"(0, 0, 14, 20)",356,0.05673800770308123
3,0,0.05656512605042017,"(0, 0, 14, 20)",356,0.05673800770308123
3,2,0.08088235294117647,"(0, 0, 14, 20)",356,0.05673800770308123
0,0,0.04408263305322129,"(0, 0, 14, 23)",359,0.05976671918767507
0,1,0.05668767507002801,"(0, 0, 14, 23)",359,0.05976671918767507
0,2,0.07156862745098039,"(0, 0, 14, 23)",359,0.05976671918767507
0,3,0.04749649859943977,"(0, 0, 14, 23)",359,0.05976671918767507
1,0,0.04408263305322129,"(0, 0, 14, 23)",359,0.05976671918767507
1,1,0.05668767507002801,"(0, 0, 14, 23)",359,0.05976671918767507
1,2,0.07156862745098039,"(0, 0, 14, 23)",359,0.05976671918767507
1,3,0.04749649859943977,"(0, 0, 14, 23)",359,0.05976671918767507
2,2,0.05957633053221289,"(0, 0, 14, 23)",359,0.05976671918767507
2,1,0.05264355742296918,"(0, 0, 14, 23)",359,0.05976671918767507
2,0,0.07445728291316525,"(0, 0, 14, 23)",359,0.05976671918767507
2,3,0.056267507002801115,"(0, 0, 14, 23)",359,0.05976671918767507
3,3,0.07139355742296918,"(0, 0, 14, 23)",359,0.05976671918767507
3,2,0.05940126050420167,"(0, 0, 14, 23)",359,0.05976671918767507
3,1,0.06440826330532214,"(0, 0, 14, 23)",359,0.05976671918767507
3,0,0.07844887955182073,"(0, 0, 14, 23)",359,0.05976671918767507
0,0,0.04520308123249299,"(0, 0, 15, 2)",362,0.06048669467787115
0,1,0.05530462184873949,"(0, 0, 15, 2)",362,0.06048669467787115
0,2,0.0675595238095238,"(0, 0, 15, 2)",362,0.06048669467787115
0,3,0.0453781512605042,"(0, 0, 15, 2)",362,0.06048669467787115
1,0,0.04520308123249299,"(0, 0, 15, 2)",362,0.06048669467787115
1,1,0.05530462184873949,"(0, 0, 15, 2)",362,0.06048669467787115
1,2,0.0675595238095238,"(0, 0, 15, 2)",362,0.06048669467787115
1,3,0.0453781512605042,"(0, 0, 15, 2)",362,0.06048669467787115
2,2,0.06549369747899159,"(0, 0, 15, 2)",362,0.06048669467787115
2,1,0.05215336134453782,"(0, 0, 15, 2)",362,0.06048669467787115
2,3,0.08249299719887956,"(0, 0, 15, 2)",362,0.06048669467787115
2,0,0.12165616246498598,"(0, 0, 15, 2)",362,0.06048669467787115
3,0,0.04936974789915966,"(0, 0, 15, 2)",362,0.06048669467787115
3,2,0.061344537815126055,"(0, 0, 15, 2)",362,0.06048669467787115
3,1,0.06451330532212884,"(0, 0, 15, 2)",362,0.06048669467787115
3,3,0.04387254901960785,"(0, 0, 15, 2)",362,0.06048669467787115
0,0,0.04485294117647059,"(0, 0, 15, 4)",364,0.05713465073529412
0,1,0.059313725490196076,"(0, 0, 15, 4)",364,0.05713465073529412
0,2,0.053982843137254904,"(0, 0, 15, 4)",364,0.05713465073529412
0,3,0.04215686274509804,"(0, 0, 15, 4)",364,0.05713465073529412
1,0,0.04485294117647059,"(0, 0, 15, 4)",364,0.05713465073529412
1,1,0.059313725490196076,"(0, 0, 15, 4)",364,0.05713465073529412
1,2,0.0539828431372549,"(0, 0, 15, 4)",364,0.05713465073529412
1,3,0.042156862745098035,"(0, 0, 15, 4)",364,0.05713465073529412
2,2,0.07236519607843137,"(0, 0, 15, 4)",364,0.05713465073529412
2,1,0.049632352941176475,"(0, 0, 15, 4)",364,0.05713465073529412
2,3,0.06397058823529413,"(0, 0, 15, 4)",364,0.05713465073529412
2,0,0.08339460784313724,"(0, 0, 15, 4)",364,0.05713465073529412
3,0,0.054289215686274504,"(0, 0, 15, 4)",364,0.05713465073529412
3,3,0.07910539215686273,"(0, 0, 15, 4)",364,0.05713465073529412
3,1,0.05649509803921567,"(0, 0, 15, 4)",364,0.05713465073529412
3,2,0.05428921568627451,"(0, 0, 15, 4)",364,0.05713465073529412
0,0,0.06813725490196079,"(0, 0, 15, 15)",375,0.05824142156862744
0,1,0.0534313725490196,"(0, 0, 15, 15)",375,0.05824142156862744
0,2,0.06568627450980391,"(0, 0, 15, 15)",375,0.05824142156862744
0,3,0.05955882352941175,"(0, 0, 15, 15)",375,0.05824142156862744
1,0,0.06813725490196079,"(0, 0, 15, 15)",375,0.05824142156862744
1,1,0.0534313725490196,"(0, 0, 15, 15)",375,0.05824142156862744
1,2,0.06568627450980391,"(0, 0, 15, 15)",375,0.05824142156862744
1,3,0.05955882352941175,"(0, 0, 15, 15)",375,0.05824142156862744
2,2,0.03995098039215686,"(0, 0, 15, 15)",375,0.05824142156862744
2,1,0.05196078431372549,"(0, 0, 15, 15)",375,0.05824142156862744
2,3,0.06838235294117646,"(0, 0, 15, 15)",375,0.05824142156862744
2,0,0.05882352941176469,"(0, 0, 15, 15)",375,0.05824142156862744
3,2,0.039950980392156867,"(0, 0, 15, 15)",375,0.05824142156862744
3,1,0.05196078431372549,"(0, 0, 15, 15)",375,0.05824142156862744
3,3,0.06838235294117646,"(0, 0, 15, 15)",375,0.05824142156862744
3,0,0.05882352941176469,"(0, 0, 15, 15)",375,0.05824142156862744
0,0,0.05122549019607842,"(0, 0, 15, 16)",376,0.05597426470588235
0,1,0.055392156862745096,"(0, 0, 15, 16)",376,0.05597426470588235
0,2,0.059926470588235296,"(0, 0, 15, 16)",376,0.05597426470588235
0,3,0.04399509803921568,"(0, 0, 15, 16)",376,0.05597426470588235
1,0,0.05122549019607842,"(0, 0, 15, 16)",376,0.05597426470588235
1,1,0.055392156862745096,"(0, 0, 15, 16)",376,0.05597426470588235
1,2,0.059926470588235296,"(0, 0, 15, 16)",376,0.05597426470588235
1,3,0.04399509803921568,"(0, 0, 15, 16)",376,0.05597426470588235
2,2,0.04240196078431372,"(0, 0, 15, 16)",376,0.05597426470588235
2,1,0.06188725490196078,"(0, 0, 15, 16)",376,0.05597426470588235
2,3,0.06409313725490194,"(0, 0, 15, 16)",376,0.05597426470588235
2,0,0.06740196078431372,"(0, 0, 15, 16)",376,0.05597426470588235
3,2,0.052450980392156864,"(0, 0, 15, 16)",376,0.05597426470588235
3,3,0.07414215686274508,"(0, 0, 15, 16)",376,0.05597426470588235
3,0,0.057843137254901957,"(0, 0, 15, 16)",376,0.05597426470588235
3,1,0.054289215686274504,"(0, 0, 15, 16)",376,0.05597426470588235
0,0,0.057230392156862736,"(0, 0, 15, 17)",377,0.056234681372549014
0,1,0.056372549019607844,"(0, 0, 15, 17)",377,0.056234681372549014
0,2,0.05821078431372549,"(0, 0, 15, 17)",377,0.056234681372549014
0,3,0.048039215686274506,"(0, 0, 15, 17)",377,0.056234681372549014
1,0,0.05723039215686274,"(0, 0, 15, 17)",377,0.056234681372549014
1,1,0.05637254901960784,"(0, 0, 15, 17)",377,0.056234681372549014
1,2,0.05821078431372549,"(0, 0, 15, 17)",377,0.056234681372549014
1,3,0.048039215686274506,"(0, 0, 15, 17)",377,0.056234681372549014
2,2,0.040318627450980395,"(0, 0, 15, 17)",377,0.056234681372549014
2,1,0.05134803921568627,"(0, 0, 15, 17)",377,0.056234681372549014
2,3,0.07095588235294116,"(0, 0, 15, 17)",377,0.056234681372549014
2,0,0.06556372549019607,"(0, 0, 15, 17)",377,0.056234681372549014
3,2,0.048897058823529405,"(0, 0, 15, 17)",377,0.056234681372549014
3,3,0.05992647058823528,"(0, 0, 15, 17)",377,0.056234681372549014
3,1,0.06605392156862745,"(0, 0, 15, 17)",377,0.056234681372549014
3,0,0.05698529411764706,"(0, 0, 15, 17)",377,0.056234681372549014
0,0,0.045588235294117645,"(0, 0, 15, 19)",379,0.05303308823529411
0,1,0.05049019607843137,"(0, 0, 15, 19)",379,0.05303308823529411
0,2,0.05049019607843136,"(0, 0, 15, 19)",379,0.05303308823529411
0,3,0.04558823529411764,"(0, 0, 15, 19)",379,0.05303308823529411
1,0,0.045588235294117645,"(0, 0, 15, 19)",379,0.05303308823529411
1,1,0.05049019607843137,"(0, 0, 15, 19)",379,0.05303308823529411
1,2,0.05049019607843136,"(0, 0, 15, 19)",379,0.05303308823529411
1,3,0.045588235294117645,"(0, 0, 15, 19)",379,0.05303308823529411
2,2,0.04950980392156862,"(0, 0, 15, 19)",379,0.05303308823529411
2,1,0.05686274509803922,"(0, 0, 15, 19)",379,0.05303308823529411
2,3,0.06348039215686274,"(0, 0, 15, 19)",379,0.05303308823529411
2,0,0.0622549019607843,"(0, 0, 15, 19)",379,0.05303308823529411
3,3,0.062254901960784315,"(0, 0, 15, 19)",379,0.05303308823529411
3,0,0.06348039215686274,"(0, 0, 15, 19)",379,0.05303308823529411
3,2,0.056862745098039215,"(0, 0, 15, 19)",379,0.05303308823529411
3,1,0.049509803921568625,"(0, 0, 15, 19)",379,0.05303308823529411
0,0,0.03774509803921569,"(0, 0, 15, 20)",380,0.05314250700280112
0,1,0.047426470588235285,"(0, 0, 15, 20)",380,0.05314250700280112
0,2,0.05460434173669467,"(0, 0, 15, 20)",380,0.05314250700280112
0,3,0.04474789915966386,"(0, 0, 15, 20)",380,0.05314250700280112
1,0,0.03774509803921569,"(0, 0, 15, 20)",380,0.05314250700280112
1,1,0.047426470588235285,"(0, 0, 15, 20)",380,0.05314250700280112
1,2,0.05460434173669467,"(0, 0, 15, 20)",380,0.05314250700280112
1,3,0.044747899159663866,"(0, 0, 15, 20)",380,0.05314250700280112
2,2,0.052643557422969174,"(0, 0, 15, 20)",380,0.05314250700280112
2,1,0.045903361344537805,"(0, 0, 15, 20)",380,0.05314250700280112
2,3,0.06482843137254901,"(0, 0, 15, 20)",380,0.05314250700280112
2,0,0.07955182072829131,"(0, 0, 15, 20)",380,0.05314250700280112
3,3,0.06887254901960783,"(0, 0, 15, 20)",380,0.05314250700280112
3,1,0.047549019607843135,"(0, 0, 15, 20)",380,0.05314250700280112
3,0,0.05374649859943978,"(0, 0, 15, 20)",380,0.05314250700280112
3,2,0.06813725490196079,"(0, 0, 15, 20)",380,0.05314250700280112
0,0,0.04975490196078431,"(0, 0, 15, 21)",381,0.05387561274509803
0,1,0.05036764705882352,"(0, 0, 15, 21)",381,0.05387561274509803
0,2,0.051715686274509794,"(0, 0, 15, 21)",381,0.05387561274509803
0,3,0.05049019607843136,"(0, 0, 15, 21)",381,0.05387561274509803
1,0,0.04975490196078431,"(0, 0, 15, 21)",381,0.05387561274509803
1,1,0.05036764705882352,"(0, 0, 15, 21)",381,0.05387561274509803
1,2,0.051715686274509794,"(0, 0, 15, 21)",381,0.05387561274509803
1,3,0.05049019607843136,"(0, 0, 15, 21)",381,0.05387561274509803
2,2,0.04607843137254901,"(0, 0, 15, 21)",381,0.05387561274509803
2,1,0.045465686274509795,"(0, 0, 15, 21)",381,0.05387561274509803
2,3,0.0685049019607843,"(0, 0, 15, 21)",381,0.05387561274509803
2,0,0.058823529411764705,"(0, 0, 15, 21)",381,0.05387561274509803
3,3,0.06740196078431372,"(0, 0, 15, 21)",381,0.05387561274509803
3,1,0.04485294117647058,"(0, 0, 15, 21)",381,0.05387561274509803
3,2,0.059436274509803926,"(0, 0, 15, 21)",381,0.05387561274509803
3,0,0.06678921568627451,"(0, 0, 15, 21)",381,0.05387561274509803
0,0,0.0411764705882353,"(0, 0, 15, 22)",382,0.052879901960784306
0,1,0.04926470588235294,"(0, 0, 15, 22)",382,0.052879901960784306
0,2,0.054779411764705875,"(0, 0, 15, 22)",382,0.052879901960784306
0,3,0.043750000000000004,"(0, 0, 15, 22)",382,0.052879901960784306
1,0,0.0411764705882353,"(0, 0, 15, 22)",382,0.052879901960784306
1,1,0.04926470588235293,"(0, 0, 15, 22)",382,0.052879901960784306
1,2,0.054779411764705875,"(0, 0, 15, 22)",382,0.052879901960784306
1,3,0.043750000000000004,"(0, 0, 15, 22)",382,0.052879901960784306
2,2,0.04485294117647058,"(0, 0, 15, 22)",382,0.052879901960784306
2,1,0.05833333333333333,"(0, 0, 15, 22)",382,0.052879901960784306
2,3,0.06960784313725489,"(0, 0, 15, 22)",382,0.052879901960784306
2,0,0.07083333333333333,"(0, 0, 15, 22)",382,0.052879901960784306
3,3,0.05808823529411765,"(0, 0, 15, 22)",382,0.052879901960784306
3,2,0.06029411764705883,"(0, 0, 15, 22)",382,0.052879901960784306
3,0,0.056127450980392166,"(0, 0, 15, 22)",382,0.052879901960784306
3,1,0.049999999999999996,"(0, 0, 15, 22)",382,0.052879901960784306
0,0,0.05075280112044818,"(0, 0, 15, 23)",383,0.05638786764705882
0,1,0.05533963585434174,"(0, 0, 15, 23)",383,0.05638786764705882
0,2,0.05808823529411764,"(0, 0, 15, 23)",383,0.05638786764705882
0,3,0.05098039215686274,"(0, 0, 15, 23)",383,0.05638786764705882
1,0,0.05075280112044818,"(0, 0, 15, 23)",383,0.05638786764705882
1,1,0.05533963585434174,"(0, 0, 15, 23)",383,0.05638786764705882
1,2,0.05808823529411764,"(0, 0, 15, 23)",383,0.05638786764705882
1,3,0.050980392156862744,"(0, 0, 15, 23)",383,0.05638786764705882
2,2,0.04548319327731093,"(0, 0, 15, 23)",383,0.05638786764705882
2,1,0.055339635854341734,"(0, 0, 15, 23)",383,0.05638786764705882
2,3,0.07806372549019606,"(0, 0, 15, 23)",383,0.05638786764705882
2,0,0.054289215686274504,"(0, 0, 15, 23)",383,0.05638786764705882
3,3,0.06306022408963587,"(0, 0, 15, 23)",383,0.05638786764705882
3,2,0.050017507002801116,"(0, 0, 15, 23)",383,0.05638786764705882
3,1,0.06482843137254901,"(0, 0, 15, 23)",383,0.05638786764705882
3,0,0.060801820728291316,"(0, 0, 15, 23)",383,0.05638786764705882
0,0,0.03517156862745098,"(0, 0, 16, 2)",386,0.061213235294117645
0,1,0.06397058823529411,"(0, 0, 16, 2)",386,0.061213235294117645
0,2,0.06397058823529413,"(0, 0, 16, 2)",386,0.061213235294117645
0,3,0.03517156862745098,"(0, 0, 16, 2)",386,0.061213235294117645
1,0,0.03517156862745098,"(0, 0, 16, 2)",386,0.061213235294117645
1,1,0.06397058823529411,"(0, 0, 16, 2)",386,0.061213235294117645
1,2,0.06397058823529413,"(0, 0, 16, 2)",386,0.061213235294117645
1,3,0.03517156862745098,"(0, 0, 16, 2)",386,0.061213235294117645
2,2,0.07683823529411764,"(0, 0, 16, 2)",386,0.061213235294117645
