job,machine,btw,perm,perm_idx,betweenness_mean
2,2,0.058823529411764705,"(0, 0, 0, 11)",11,0.06092436974789915
2,3,0.03063725490196078,"(0, 0, 0, 11)",11,0.06092436974789915
3,1,0.1011029411764706,"(0, 0, 0, 11)",11,0.06092436974789915
3,3,0.08377100840336134,"(0, 0, 0, 11)",11,0.06092436974789915
3,2,0.05987394957983193,"(0, 0, 0, 11)",11,0.06092436974789915
3,0,0.1488970588235294,"(0, 0, 0, 11)",11,0.06092436974789915
0,0,0.03235294117647059,"(0, 0, 0, 13)",13,0.06323529411764706
0,1,0.06801470588235295,"(0, 0, 0, 13)",13,0.06323529411764706
0,2,0.06801470588235294,"(0, 0, 0, 13)",13,0.06323529411764706
0,3,0.03235294117647059,"(0, 0, 0, 13)",13,0.06323529411764706
1,0,0.03235294117647059,"(0, 0, 0, 13)",13,0.06323529411764706
1,1,0.06801470588235295,"(0, 0, 0, 13)",13,0.06323529411764706
1,2,0.06801470588235294,"(0, 0, 0, 13)",13,0.06323529411764706
1,3,0.03235294117647059,"(0, 0, 0, 13)",13,0.06323529411764706
2,0,0.03235294117647059,"(0, 0, 0, 13)",13,0.06323529411764706
2,1,0.06801470588235295,"(0, 0, 0, 13)",13,0.06323529411764706
2,2,0.06801470588235294,"(0, 0, 0, 13)",13,0.06323529411764706
2,3,0.03235294117647059,"(0, 0, 0, 13)",13,0.06323529411764706
3,2,0.0911764705882353,"(0, 0, 0, 13)",13,0.06323529411764706
3,0,0.11360294117647059,"(0, 0, 0, 13)",13,0.06323529411764706
3,3,0.11360294117647059,"(0, 0, 0, 13)",13,0.06323529411764706
3,1,0.09117647058823529,"(0, 0, 0, 13)",13,0.06323529411764706
0,0,0.04044117647058824,"(0, 0, 0, 15)",15,0.060776654411764705
0,1,0.056372549019607844,"(0, 0, 0, 15)",15,0.060776654411764705
0,2,0.06740196078431372,"(0, 0, 0, 15)",15,0.060776654411764705
0,3,0.04044117647058824,"(0, 0, 0, 15)",15,0.060776654411764705
1,0,0.04044117647058824,"(0, 0, 0, 15)",15,0.060776654411764705
1,1,0.056372549019607844,"(0, 0, 0, 15)",15,0.060776654411764705
1,2,0.06740196078431371,"(0, 0, 0, 15)",15,0.060776654411764705
1,3,0.04044117647058824,"(0, 0, 0, 15)",15,0.060776654411764705
2,0,0.04044117647058824,"(0, 0, 0, 15)",15,0.060776654411764705
2,1,0.05637254901960784,"(0, 0, 0, 15)",15,0.060776654411764705
2,2,0.06740196078431371,"(0, 0, 0, 15)",15,0.060776654411764705
2,3,0.04044117647058824,"(0, 0, 0, 15)",15,0.060776654411764705
3,2,0.07536764705882353,"(0, 0, 0, 15)",15,0.060776654411764705
3,1,0.05514705882352941,"(0, 0, 0, 15)",15,0.060776654411764705
3,3,0.0974264705882353,"(0, 0, 0, 15)",15,0.060776654411764705
3,0,0.13051470588235295,"(0, 0, 0, 15)",15,0.060776654411764705
0,0,0.03186274509803922,"(0, 0, 0, 16)",16,0.06341911764705882
0,1,0.0661764705882353,"(0, 0, 0, 16)",16,0.06341911764705882
0,2,0.0661764705882353,"(0, 0, 0, 16)",16,0.06341911764705882
0,3,0.031862745098039214,"(0, 0, 0, 16)",16,0.06341911764705882
1,0,0.03186274509803922,"(0, 0, 0, 16)",16,0.06341911764705882
1,1,0.0661764705882353,"(0, 0, 0, 16)",16,0.06341911764705882
1,2,0.0661764705882353,"(0, 0, 0, 16)",16,0.06341911764705882
1,3,0.031862745098039214,"(0, 0, 0, 16)",16,0.06341911764705882
2,0,0.03186274509803922,"(0, 0, 0, 16)",16,0.06341911764705882
2,1,0.0661764705882353,"(0, 0, 0, 16)",16,0.06341911764705882
2,2,0.0661764705882353,"(0, 0, 0, 16)",16,0.06341911764705882
2,3,0.031862745098039214,"(0, 0, 0, 16)",16,0.06341911764705882
3,2,0.08823529411764705,"(0, 0, 0, 16)",16,0.06341911764705882
3,3,0.125,"(0, 0, 0, 16)",16,0.06341911764705882
3,0,0.125,"(0, 0, 0, 16)",16,0.06341911764705882
3,1,0.08823529411764705,"(0, 0, 0, 16)",16,0.06341911764705882
0,0,0.035801820728291314,"(0, 0, 0, 17)",17,0.05893841911764706
0,1,0.06355042016806724,"(0, 0, 0, 17)",17,0.05893841911764706
0,2,0.0625,"(0, 0, 0, 17)",17,0.05893841911764706
0,3,0.03186274509803921,"(0, 0, 0, 17)",17,0.05893841911764706
1,0,0.035801820728291314,"(0, 0, 0, 17)",17,0.05893841911764706
1,1,0.06355042016806724,"(0, 0, 0, 17)",17,0.05893841911764706
