paths,flatBoolVars,flatIntVars,flatBoolConstraints,flatIntConstraints,evaluatedHalfReifiedConstraints,method,flatTime,objective,objectiveBound,boolVariables,failures,propagations,solveTime,time,nSolutions,perm_idx,perm,status,timeout_ms
0,18,20,9,38,18,minimize,71.47399999999999,,14,16,1,369,7.8549999999999995,107.0,3,180,"(5, 0, 0)",OPTIMAL_SOLUTION,1641.0
0,18,20,9,38,18,minimize,70.118,,13,18,0,313,7.993,107.0,4,181,"(5, 0, 1)",OPTIMAL_SOLUTION,1641.0
0,18,20,9,38,18,minimize,68.06099999999999,,13,16,1,243,21.619,101.0,4,182,"(5, 0, 2)",OPTIMAL_SOLUTION,1641.0
0,18,20,9,38,18,minimize,76.38300000000001,,13,15,1,268,18.955,109.0,3,183,"(5, 0, 3)",OPTIMAL_SOLUTION,1641.0
0,18,20,9,38,18,minimize,72.129,,13,16,0,108,20.785999999999998,105.0,2,184,"(5, 0, 4)",OPTIMAL_SOLUTION,1641.0
0,18,20,9,38,18,minimize,70.415,,14,17,1,368,27.192,110.0,2,185,"(5, 0, 5)",OPTIMAL_SOLUTION,1641.0
0,18,20,9,38,18,minimize,68.846,,13,13,0,317,20.801,100.0,3,186,"(5, 1, 0)",OPTIMAL_SOLUTION,1641.0
0,18,20,9,38,18,minimize,70.0,,13,13,0,280,9.042,117.0,3,187,"(5, 1, 1)",OPTIMAL_SOLUTION,1641.0
0,18,20,9,38,18,minimize,69.508,,12,15,0,310,11.817,104.0,4,188,"(5, 1, 2)",OPTIMAL_SOLUTION,1641.0
0,18,20,9,38,18,minimize,68.61399999999999,,14,17,2,300,20.983,102.0,3,189,"(5, 1, 3)",OPTIMAL_SOLUTION,1641.0
0,18,20,9,38,18,minimize,69.17,,13,14,1,258,8.954,100.0,3,190,"(5, 1, 4)",OPTIMAL_SOLUTION,1641.0
0,18,20,9,38,18,minimize,69.17099999999999,,13,13,0,208,22.698,103.0,2,191,"(5, 1, 5)",OPTIMAL_SOLUTION,1641.0
0,18,20,9,38,18,minimize,78.483,,13,18,0,317,21.551000000000002,129.0,4,192,"(5, 2, 0)",OPTIMAL_SOLUTION,1641.0
0,18,20,9,38,18,minimize,71.222,,12,17,0,257,19.375,107.0,3,193,"(5, 2, 1)",OPTIMAL_SOLUTION,1641.0
0,18,20,9,38,18,minimize,73.08099999999999,,13,17,0,295,19.971,102.0,3,194,"(5, 2, 2)",OPTIMAL_SOLUTION,1641.0
0,18,20,9,38,18,minimize,70.67,,13,11,0,147,11.164,107.0,3,195,"(5, 2, 3)",OPTIMAL_SOLUTION,1641.0
0,18,20,9,38,18,minimize,70.414,,14,12,1,147,12.34,101.0,2,196,"(5, 2, 4)",OPTIMAL_SOLUTION,1641.0
0,18,20,9,38,18,minimize,70.238,,13,15,0,264,14.368,107.0,2,197,"(5, 2, 5)",OPTIMAL_SOLUTION,1641.0
0,18,20,9,38,18,minimize,91.333,,13,12,0,148,14.484,128.0,3,198,"(5, 3, 0)",OPTIMAL_SOLUTION,1641.0
0,18,20,9,38,18,minimize,74.56400000000001,,14,12,1,144,26.546,210.0,3,199,"(5, 3, 1)",OPTIMAL_SOLUTION,1641.0
0,18,20,9,38,18,minimize,87.885,,13,9,0,76,22.741999999999997,134.0,2,200,"(5, 3, 2)",OPTIMAL_SOLUTION,1641.0
0,18,20,9,38,18,minimize,81.631,,14,12,1,160,9.363,111.0,2,201,"(5, 3, 3)",OPTIMAL_SOLUTION,1641.0
0,18,20,9,38,18,minimize,70.8,,14,13,0,128,10.001,111.0,3,202,"(5, 3, 4)",OPTIMAL_SOLUTION,1641.0
0,18,20,9,38,18,minimize,78.619,,14,15,1,279,21.384,108.0,3,203,"(5, 3, 5)",OPTIMAL_SOLUTION,1641.0
0,18,20,9,38,18,minimize,69.752,,13,17,0,304,19.237000000000002,111.0,3,204,"(5, 4, 0)",OPTIMAL_SOLUTION,1641.0
0,18,20,9,38,18,minimize,74.155,,13,9,0,0,12.413,112.0,5,205,"(5, 4, 1)",OPTIMAL_SOLUTION,1641.0
0,18,20,9,38,18,minimize,86.43,,14,17,1,294,12.9,122.0,3,206,"(5, 4, 2)",OPTIMAL_SOLUTION,1641.0
0,18,20,9,38,18,minimize,94.196,,14,12,1,144,14.675,136.0,1,207,"(5, 4, 3)",OPTIMAL_SOLUTION,1641.0
0,18,20,9,38,18,minimize,85.93,,14,13,2,258,12.292000000000002,116.0,2,208,"(5, 4, 4)",OPTIMAL_SOLUTION,1641.0
0,18,20,9,38,18,minimize,82.723,,14,12,0,117,10.046,116.0,3,209,"(5, 4, 5)",OPTIMAL_SOLUTION,1641.0
0,18,20,9,38,18,minimize,71.174,,14,11,1,140,18.003,102.0,3,210,"(5, 5, 0)",OPTIMAL_SOLUTION,1641.0
0,18,20,9,38,18,minimize,70.593,,13,13,0,266,8.626999999999999,106.0,3,211,"(5, 5, 1)",OPTIMAL_SOLUTION,1641.0
0,18,20,9,38,18,minimize,69.903,,13,9,0,0,8.035,100.0,3,212,"(5, 5, 2)",OPTIMAL_SOLUTION,1641.0
0,18,20,9,38,18,minimize,70.775,,14,10,1,132,8.656,200.0,2,213,"(5, 5, 3)",OPTIMAL_SOLUTION,1641.0
0,18,20,9,38,18,minimize,69.091,,14,13,2,253,7.669,100.0,2,214,"(5, 5, 4)",OPTIMAL_SOLUTION,1641.0
0,18,20,9,38,18,minimize,66.29599999999999,,14,11,0,122,34.414,93.0,1,215,"(5, 5, 5)",OPTIMAL_SOLUTION,1641.0
