num_conjunctive_edges,num_disjunctive_edges,num_nodes_inferred,num_nodes_total,num_edges_total,betweenness_mean,betweenness_range,perm,perm_idx,signature,paths,flatBoolVars,flatIntVars,flatBoolConstraints,flatIntConstraints,evaluatedHalfReifiedConstraints,method,flatTime,objective,objectiveBound,boolVariables,failures,propagations,solveTime,time,nSolutions,status,timeout_ms,exact_class_id
12,18,11,11,30,0.0921810699588477,0.0462962962962962,"(3, 2, 5)",125,1+1+1,0,18,20,9,38,18,minimize,68.268,,13,11,0,125,15.58,102.0,3,OPTIMAL_SOLUTION,1641.0,4
12,18,11,11,30,0.0928395061728395,0.0755555555555555,"(3, 3, 0)",126,2+1,0,18,20,9,38,18,minimize,73.767,,13,18,0,290,11.142,106.0,3,OPTIMAL_SOLUTION,1641.0,2
12,18,11,11,30,0.0795061728395061,0.0433333333333333,"(3, 3, 1)",127,2+1,0,18,20,9,38,18,minimize,69.84899999999999,,14,10,0,103,14.115,99.0,2,OPTIMAL_SOLUTION,1641.0,3
12,18,11,11,30,0.1069958847736625,0.0828042328042328,"(3, 3, 2)",128,2+1,0,18,20,9,38,18,minimize,67.959,,14,9,0,0,15.887,100.0,3,OPTIMAL_SOLUTION,1641.0,1
12,18,11,11,30,0.1185185185185185,0.0888888888888888,"(3, 3, 3)",129,3,0,18,20,9,38,18,minimize,69.316,,14,9,0,86,18.279,110.0,1,OPTIMAL_SOLUTION,1641.0,0
12,18,11,11,30,0.0928395061728395,0.0755555555555555,"(3, 3, 4)",130,2+1,0,18,20,9,38,18,minimize,66.625,,13,16,0,271,16.899,99.0,3,OPTIMAL_SOLUTION,1641.0,2
12,18,11,11,30,0.1069958847736625,0.0828042328042328,"(3, 3, 5)",131,2+1,0,18,20,9,38,18,minimize,67.166,,14,14,3,285,17.57,94.0,2,OPTIMAL_SOLUTION,1641.0,1
12,18,11,11,30,0.0790123456790123,0.0185185185185185,"(3, 4, 0)",132,1+1+1,0,18,20,9,38,18,minimize,71.012,,12,19,0,305,23.617,107.0,4,OPTIMAL_SOLUTION,1641.0,6
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(3, 4, 1)",133,1+1+1,0,18,20,9,38,18,minimize,68.01899999999999,,13,20,0,306,13.098,101.0,4,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(3, 4, 2)",134,1+1+1,0,18,20,9,38,18,minimize,68.585,,13,17,0,352,9.174,104.0,4,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0928395061728395,0.0755555555555555,"(3, 4, 3)",135,2+1,0,18,20,9,38,18,minimize,75.094,,13,10,0,100,20.002,107.0,2,OPTIMAL_SOLUTION,1641.0,2
12,18,11,11,30,0.0928395061728395,0.0755555555555555,"(3, 4, 4)",136,2+1,0,18,20,9,38,18,minimize,66.745,,13,17,0,318,7.542,102.0,4,OPTIMAL_SOLUTION,1641.0,2
12,18,11,11,30,0.0921810699588477,0.0462962962962962,"(3, 4, 5)",137,1+1+1,0,18,20,9,38,18,minimize,66.25699999999999,,14,9,1,99,9.356,99.0,2,OPTIMAL_SOLUTION,1641.0,4
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(3, 5, 0)",138,1+1+1,0,18,20,9,38,18,minimize,67.983,,13,21,0,329,14.955,101.0,4,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(3, 5, 1)",139,1+1+1,0,18,20,9,38,18,minimize,68.044,,14,17,1,264,21.805,97.0,2,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0921810699588477,0.0462962962962962,"(3, 5, 2)",140,1+1+1,0,18,20,9,38,18,minimize,68.77600000000001,,13,19,0,316,15.093,103.0,3,OPTIMAL_SOLUTION,1641.0,4
12,18,11,11,30,0.1069958847736625,0.0828042328042328,"(3, 5, 3)",141,2+1,0,18,20,9,38,18,minimize,66.122,,14,12,2,275,17.665,101.0,3,OPTIMAL_SOLUTION,1641.0,1
12,18,11,11,30,0.0921810699588477,0.0462962962962963,"(3, 5, 4)",142,1+1+1,0,18,20,9,38,18,minimize,70.976,,14,11,1,287,20.426,211.0,3,OPTIMAL_SOLUTION,1641.0,4
12,18,11,11,30,0.1069958847736625,0.0828042328042328,"(3, 5, 5)",143,2+1,0,18,20,9,38,18,minimize,67.90400000000001,,14,14,1,252,19.091,103.0,2,OPTIMAL_SOLUTION,1641.0,1
12,18,11,11,30,0.0928395061728395,0.0755555555555555,"(4, 0, 0)",144,2+1,0,18,20,9,38,18,minimize,68.726,,13,13,0,107,7.541,108.0,3,OPTIMAL_SOLUTION,1641.0,2
12,18,11,11,30,0.0921810699588477,0.0462962962962962,"(4, 0, 1)",145,1+1+1,0,18,20,9,38,18,minimize,76.67599999999999,,13,13,0,317,14.742,115.0,4,OPTIMAL_SOLUTION,1641.0,4
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(4, 0, 2)",146,1+1+1,0,18,20,9,38,18,minimize,68.714,,14,18,2,302,8.205,102.0,2,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0790123456790123,0.0185185185185185,"(4, 0, 3)",147,1+1+1,0,18,20,9,38,18,minimize,72.03099999999999,,12,18,0,136,10.379,104.0,3,OPTIMAL_SOLUTION,1641.0,6
12,18,11,11,30,0.0928395061728395,0.0755555555555555,"(4, 0, 4)",148,2+1,0,18,20,9,38,18,minimize,70.646,,13,13,0,204,21.5,103.0,2,OPTIMAL_SOLUTION,1641.0,2
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(4, 0, 5)",149,1+1+1,0,18,20,9,38,18,minimize,72.552,,13,14,1,257,10.738,109.0,3,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0921810699588477,0.0462962962962963,"(4, 1, 0)",150,1+1+1,0,18,20,9,38,18,minimize,72.20100000000001,,13,9,0,69,27.217,111.0,3,OPTIMAL_SOLUTION,1641.0,4
12,18,11,11,30,0.1069958847736625,0.0828042328042328,"(4, 1, 1)",151,2+1,0,18,20,9,38,18,minimize,69.549,,14,16,1,359,32.529,105.0,3,OPTIMAL_SOLUTION,1641.0,1
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(4, 1, 2)",152,1+1+1,0,18,20,9,38,18,minimize,71.864,,13,17,0,309,13.97,110.0,4,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(4, 1, 3)",153,1+1+1,0,18,20,9,38,18,minimize,69.113,,13,17,2,252,18.89,100.0,2,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.1069958847736625,0.0828042328042328,"(4, 1, 4)",154,2+1,0,18,20,9,38,18,minimize,69.92,,14,17,1,356,12.461,219.0,3,OPTIMAL_SOLUTION,1641.0,1
12,18,11,11,30,0.0921810699588477,0.0462962962962962,"(4, 1, 5)",155,1+1+1,0,18,20,9,38,18,minimize,70.397,,13,16,1,253,35.606,215.0,3,OPTIMAL_SOLUTION,1641.0,4
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(4, 2, 0)",156,1+1+1,0,18,20,9,38,18,minimize,70.368,,14,15,2,326,9.772,101.0,3,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(4, 2, 1)",157,1+1+1,0,18,20,9,38,18,minimize,68.701,,13,14,0,185,12.827,102.0,3,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0795061728395061,0.0433333333333333,"(4, 2, 2)",158,2+1,0,18,20,9,38,18,minimize,67.23400000000001,,14,9,1,91,16.587999999999997,98.0,2,OPTIMAL_SOLUTION,1641.0,3
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(4, 2, 3)",159,1+1+1,0,18,20,9,38,18,minimize,69.272,,13,16,1,234,7.544,100.0,2,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0795061728395061,0.0433333333333333,"(4, 2, 4)",160,2+1,0,18,20,9,38,18,minimize,70.444,,14,15,1,269,10.635,105.0,2,OPTIMAL_SOLUTION,1641.0,3
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(4, 2, 5)",161,1+1+1,0,18,20,9,38,18,minimize,70.94,,14,12,1,135,7.635000000000001,103.0,1,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0790123456790123,0.0185185185185185,"(4, 3, 0)",162,1+1+1,0,18,20,9,38,18,minimize,69.51100000000001,,12,19,0,238,13.102,219.0,3,OPTIMAL_SOLUTION,1641.0,6
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(4, 3, 1)",163,1+1+1,0,18,20,9,38,18,minimize,68.37,,13,12,0,154,21.557,104.0,3,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(4, 3, 2)",164,1+1+1,0,18,20,9,38,18,minimize,73.33099999999999,,13,13,0,167,19.389,108.0,3,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0928395061728395,0.0755555555555555,"(4, 3, 3)",165,2+1,0,18,20,9,38,18,minimize,67.261,,13,9,0,72,13.145,199.0,1,OPTIMAL_SOLUTION,1641.0,2
12,18,11,11,30,0.0928395061728395,0.0755555555555555,"(4, 3, 4)",166,2+1,0,18,20,9,38,18,minimize,69.10900000000001,,13,15,0,283,19.111,115.0,3,OPTIMAL_SOLUTION,1641.0,2
12,18,11,11,30,0.0921810699588477,0.0462962962962962,"(4, 3, 5)",167,1+1+1,0,18,20,9,38,18,minimize,70.81700000000001,,14,9,1,99,11.188,205.0,1,OPTIMAL_SOLUTION,1641.0,4
12,18,11,11,30,0.0928395061728395,0.0755555555555555,"(4, 4, 0)",168,2+1,0,18,20,9,38,18,minimize,68.118,,13,13,0,264,8.735,98.0,3,OPTIMAL_SOLUTION,1641.0,2
12,18,11,11,30,0.1069958847736625,0.0828042328042328,"(4, 4, 1)",169,2+1,0,18,20,9,38,18,minimize,72.80799999999999,,14,15,1,352,9.482,111.0,3,OPTIMAL_SOLUTION,1641.0,1
12,18,11,11,30,0.0795061728395061,0.0433333333333333,"(4, 4, 2)",170,2+1,0,18,20,9,38,18,minimize,67.579,,14,10,1,131,8.256,102.0,2,OPTIMAL_SOLUTION,1641.0,3
12,18,11,11,30,0.0928395061728395,0.0755555555555555,"(4, 4, 3)",171,2+1,0,18,20,9,38,18,minimize,67.974,,13,12,0,94,7.301,200.0,1,OPTIMAL_SOLUTION,1641.0,2
12,18,11,11,30,0.1185185185185185,0.0888888888888888,"(4, 4, 4)",172,3,0,18,20,9,38,18,minimize,71.452,,14,11,0,117,9.546,97.0,1,OPTIMAL_SOLUTION,1641.0,0
12,18,11,11,30,0.1069958847736625,0.0828042328042328,"(4, 4, 5)",173,2+1,0,18,20,9,38,18,minimize,75.193,,14,10,0,99,21.899,107.0,2,OPTIMAL_SOLUTION,1641.0,1
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(4, 5, 0)",174,1+1+1,0,18,20,9,38,18,minimize,69.177,,13,18,0,352,24.583,104.0,5,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0921810699588477,0.0462962962962962,"(4, 5, 1)",175,1+1+1,0,18,20,9,38,18,minimize,69.331,,13,17,0,304,13.313,105.0,3,OPTIMAL_SOLUTION,1641.0,4
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(4, 5, 2)",176,1+1+1,0,18,20,9,38,18,minimize,81.679,,14,15,2,298,12.834,117.0,3,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0921810699588477,0.0462962962962963,"(4, 5, 3)",177,1+1+1,0,18,20,9,38,18,minimize,68.69200000000001,,14,9,1,108,22.853,206.0,2,OPTIMAL_SOLUTION,1641.0,4
12,18,11,11,30,0.1069958847736625,0.0828042328042328,"(4, 5, 4)",178,2+1,0,18,20,9,38,18,minimize,70.477,,14,13,2,293,9.581,114.0,3,OPTIMAL_SOLUTION,1641.0,1
12,18,11,11,30,0.1069958847736625,0.0828042328042328,"(4, 5, 5)",179,2+1,0,18,20,9,38,18,minimize,74.37299999999999,,14,13,2,260,14.444,109.0,2,OPTIMAL_SOLUTION,1641.0,1
12,18,11,11,30,0.0795061728395061,0.0433333333333333,"(5, 0, 0)",180,2+1,0,18,20,9,38,18,minimize,71.47399999999999,,14,16,1,369,7.854999999999999,107.0,3,OPTIMAL_SOLUTION,1641.0,3
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(5, 0, 1)",181,1+1+1,0,18,20,9,38,18,minimize,70.118,,13,18,0,313,7.993,107.0,4,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(5, 0, 2)",182,1+1+1,0,18,20,9,38,18,minimize,68.06099999999999,,13,16,1,243,21.619,101.0,4,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(5, 0, 3)",183,1+1+1,0,18,20,9,38,18,minimize,76.38300000000001,,13,15,1,268,18.955,109.0,3,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(5, 0, 4)",184,1+1+1,0,18,20,9,38,18,minimize,72.129,,13,16,0,108,20.786,105.0,2,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0795061728395061,0.0433333333333333,"(5, 0, 5)",185,2+1,0,18,20,9,38,18,minimize,70.415,,14,17,1,368,27.192,110.0,2,OPTIMAL_SOLUTION,1641.0,3
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(5, 1, 0)",186,1+1+1,0,18,20,9,38,18,minimize,68.846,,13,13,0,317,20.801,100.0,3,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0928395061728395,0.0755555555555555,"(5, 1, 1)",187,2+1,0,18,20,9,38,18,minimize,70.0,,13,13,0,280,9.042,117.0,3,OPTIMAL_SOLUTION,1641.0,2
12,18,11,11,30,0.0790123456790123,0.0185185185185185,"(5, 1, 2)",188,1+1+1,0,18,20,9,38,18,minimize,69.508,,12,15,0,310,11.817,104.0,4,OPTIMAL_SOLUTION,1641.0,6
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(5, 1, 3)",189,1+1+1,0,18,20,9,38,18,minimize,68.61399999999999,,14,17,2,300,20.983,102.0,3,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0921810699588477,0.0462962962962962,"(5, 1, 4)",190,1+1+1,0,18,20,9,38,18,minimize,69.17,,13,14,1,258,8.954,100.0,3,OPTIMAL_SOLUTION,1641.0,4
12,18,11,11,30,0.0928395061728395,0.0755555555555555,"(5, 1, 5)",191,2+1,0,18,20,9,38,18,minimize,69.17099999999999,,13,13,0,208,22.698,103.0,2,OPTIMAL_SOLUTION,1641.0,2
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(5, 2, 0)",192,1+1+1,0,18,20,9,38,18,minimize,78.483,,13,18,0,317,21.551,129.0,4,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0790123456790123,0.0185185185185185,"(5, 2, 1)",193,1+1+1,0,18,20,9,38,18,minimize,71.222,,12,17,0,257,19.375,107.0,3,OPTIMAL_SOLUTION,1641.0,6
12,18,11,11,30,0.0928395061728395,0.0755555555555555,"(5, 2, 2)",194,2+1,0,18,20,9,38,18,minimize,73.08099999999999,,13,17,0,295,19.971,102.0,3,OPTIMAL_SOLUTION,1641.0,2
12,18,11,11,30,0.0921810699588477,0.0462962962962962,"(5, 2, 3)",195,1+1+1,0,18,20,9,38,18,minimize,70.67,,13,11,0,147,11.164,107.0,3,OPTIMAL_SOLUTION,1641.0,4
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(5, 2, 4)",196,1+1+1,0,18,20,9,38,18,minimize,70.414,,14,12,1,147,12.34,101.0,2,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0928395061728395,0.0755555555555555,"(5, 2, 5)",197,2+1,0,18,20,9,38,18,minimize,70.238,,13,15,0,264,14.368,107.0,2,OPTIMAL_SOLUTION,1641.0,2
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(5, 3, 0)",198,1+1+1,0,18,20,9,38,18,minimize,91.333,,13,12,0,148,14.484,128.0,3,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(5, 3, 1)",199,1+1+1,0,18,20,9,38,18,minimize,74.56400000000001,,14,12,1,144,26.546,210.0,3,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0921810699588477,0.0462962962962963,"(5, 3, 2)",200,1+1+1,0,18,20,9,38,18,minimize,87.885,,13,9,0,76,22.742,134.0,2,OPTIMAL_SOLUTION,1641.0,4
12,18,11,11,30,0.1069958847736625,0.0828042328042328,"(5, 3, 3)",201,2+1,0,18,20,9,38,18,minimize,81.631,,14,12,1,160,9.363,111.0,2,OPTIMAL_SOLUTION,1641.0,1
12,18,11,11,30,0.0921810699588477,0.0462962962962962,"(5, 3, 4)",202,1+1+1,0,18,20,9,38,18,minimize,70.8,,14,13,0,128,10.001,111.0,3,OPTIMAL_SOLUTION,1641.0,4
12,18,11,11,30,0.1069958847736625,0.0828042328042328,"(5, 3, 5)",203,2+1,0,18,20,9,38,18,minimize,78.619,,14,15,1,279,21.384,108.0,3,OPTIMAL_SOLUTION,1641.0,1
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(5, 4, 0)",204,1+1+1,0,18,20,9,38,18,minimize,69.752,,13,17,0,304,19.237,111.0,3,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0921810699588477,0.0462962962962963,"(5, 4, 1)",205,1+1+1,0,18,20,9,38,18,minimize,74.155,,13,9,0,0,12.413,112.0,5,OPTIMAL_SOLUTION,1641.0,4
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(5, 4, 2)",206,1+1+1,0,18,20,9,38,18,minimize,86.43,,14,17,1,294,12.9,122.0,3,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0921810699588477,0.0462962962962962,"(5, 4, 3)",207,1+1+1,0,18,20,9,38,18,minimize,94.196,,14,12,1,144,14.675,136.0,1,OPTIMAL_SOLUTION,1641.0,4
12,18,11,11,30,0.1069958847736625,0.0828042328042328,"(5, 4, 4)",208,2+1,0,18,20,9,38,18,minimize,85.93,,14,13,2,258,12.292000000000002,116.0,2,OPTIMAL_SOLUTION,1641.0,1
12,18,11,11,30,0.1069958847736625,0.0828042328042328,"(5, 4, 5)",209,2+1,0,18,20,9,38,18,minimize,82.723,,14,12,0,117,10.046,116.0,3,OPTIMAL_SOLUTION,1641.0,1
12,18,11,11,30,0.0795061728395061,0.0433333333333333,"(5, 5, 0)",210,2+1,0,18,20,9,38,18,minimize,71.174,,14,11,1,140,18.003,102.0,3,OPTIMAL_SOLUTION,1641.0,3
12,18,11,11,30,0.0928395061728395,0.0755555555555555,"(5, 5, 1)",211,2+1,0,18,20,9,38,18,minimize,70.593,,13,13,0,266,8.626999999999999,106.0,3,OPTIMAL_SOLUTION,1641.0,2
12,18,11,11,30,0.0928395061728395,0.0755555555555555,"(5, 5, 2)",212,2+1,0,18,20,9,38,18,minimize,69.903,,13,9,0,0,8.035,100.0,3,OPTIMAL_SOLUTION,1641.0,2
12,18,11,11,30,0.1069958847736625,0.0828042328042328,"(5, 5, 3)",213,2+1,0,18,20,9,38,18,minimize,70.775,,14,10,1,132,8.656,200.0,2,OPTIMAL_SOLUTION,1641.0,1
12,18,11,11,30,0.1069958847736625,0.0828042328042328,"(5, 5, 4)",214,2+1,0,18,20,9,38,18,minimize,69.091,,14,13,2,253,7.669,100.0,2,OPTIMAL_SOLUTION,1641.0,1
12,18,11,11,30,0.1185185185185185,0.0888888888888888,"(5, 5, 5)",215,3,0,18,20,9,38,18,minimize,66.29599999999999,,14,11,0,122,34.414,93.0,1,OPTIMAL_SOLUTION,1641.0,0
