num_conjunctive_edges,num_disjunctive_edges,num_nodes_inferred,num_nodes_total,num_edges_total,betweenness_mean,betweenness_range,perm,perm_idx,signature,paths,flatBoolVars,flatIntVars,flatBoolConstraints,flatIntConstraints,evaluatedHalfReifiedConstraints,method,flatTime,objective,objectiveBound,boolVariables,failures,propagations,solveTime,time,nSolutions,status,timeout_ms,exact_class_id
12,18,11,11,30,0.0795061728395061,0.0433333333333333,"(1, 1, 3)",45,2+1,0,18,20,9,38,18,minimize,71.764,,14,10,0,103,12.092,100.0,2,OPTIMAL_SOLUTION,1641.0,3
12,18,11,11,30,0.1069958847736625,0.0828042328042328,"(1, 1, 4)",46,2+1,0,18,20,9,38,18,minimize,71.739,,14,13,1,136,19.886,107.0,1,OPTIMAL_SOLUTION,1641.0,1
12,18,11,11,30,0.0928395061728395,0.0755555555555555,"(1, 1, 5)",47,2+1,0,18,20,9,38,18,minimize,67.194,,13,13,0,93,15.932000000000002,99.0,1,OPTIMAL_SOLUTION,1641.0,2
12,18,11,11,30,0.0921810699588477,0.0462962962962962,"(1, 2, 0)",48,1+1+1,0,18,20,9,38,18,minimize,66.97699999999999,,14,17,0,283,18.663,99.0,3,OPTIMAL_SOLUTION,1641.0,4
12,18,11,11,30,0.0928395061728395,0.0755555555555555,"(1, 2, 1)",49,2+1,0,18,20,9,38,18,minimize,66.541,,13,18,0,282,16.91,101.0,3,OPTIMAL_SOLUTION,1641.0,2
12,18,11,11,30,0.0928395061728395,0.0755555555555555,"(1, 2, 2)",50,2+1,0,18,20,9,38,18,minimize,66.745,,13,10,0,102,21.149,98.0,3,OPTIMAL_SOLUTION,1641.0,2
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(1, 2, 3)",51,1+1+1,0,18,20,9,38,18,minimize,66.887,,13,19,0,348,13.671,98.0,3,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(1, 2, 4)",52,1+1+1,0,18,20,9,38,18,minimize,66.452,,13,17,0,313,17.637,105.0,4,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0790123456790123,0.0185185185185185,"(1, 2, 5)",53,1+1+1,0,18,20,9,38,18,minimize,67.86,,12,16,0,135,7.432,104.0,2,OPTIMAL_SOLUTION,1641.0,6
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(1, 3, 0)",54,1+1+1,0,18,20,9,38,18,minimize,66.33999999999999,,14,13,1,147,18.411,101.0,2,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0795061728395061,0.0433333333333333,"(1, 3, 1)",55,2+1,0,18,20,9,38,18,minimize,66.758,,14,12,0,127,17.57,99.0,2,OPTIMAL_SOLUTION,1641.0,3
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(1, 3, 2)",56,1+1+1,0,18,20,9,38,18,minimize,69.884,,13,22,0,343,9.665,110.0,4,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0795061728395061,0.0433333333333333,"(1, 3, 3)",57,2+1,0,18,20,9,38,18,minimize,71.29199999999999,,14,14,1,247,23.711,103.0,2,OPTIMAL_SOLUTION,1641.0,3
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(1, 3, 4)",58,1+1+1,0,18,20,9,38,18,minimize,68.241,,13,17,0,178,22.488,102.0,3,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(1, 3, 5)",59,1+1+1,0,18,20,9,38,18,minimize,76.444,,14,20,3,309,9.597,113.0,2,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0921810699588477,0.0462962962962962,"(1, 4, 0)",60,1+1+1,0,18,20,9,38,18,minimize,69.032,,13,18,0,210,23.722,103.0,3,OPTIMAL_SOLUTION,1641.0,4
12,18,11,11,30,0.1069958847736625,0.0828042328042328,"(1, 4, 1)",61,2+1,0,18,20,9,38,18,minimize,69.673,,14,17,1,338,20.811,104.0,3,OPTIMAL_SOLUTION,1641.0,1
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(1, 4, 2)",62,1+1+1,0,18,20,9,38,18,minimize,72.17899999999999,,13,16,1,258,34.136,106.0,3,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(1, 4, 3)",63,1+1+1,0,18,20,9,38,18,minimize,70.797,,13,10,0,97,18.239,100.0,2,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.1069958847736625,0.0828042328042328,"(1, 4, 4)",64,2+1,0,18,20,9,38,18,minimize,71.999,,14,9,1,97,15.495,102.0,1,OPTIMAL_SOLUTION,1641.0,1
12,18,11,11,30,0.0921810699588477,0.0462962962962963,"(1, 4, 5)",65,1+1+1,0,18,20,9,38,18,minimize,71.521,,13,17,1,225,16.341,210.0,2,OPTIMAL_SOLUTION,1641.0,4
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(1, 5, 0)",66,1+1+1,0,18,20,9,38,18,minimize,77.159,,13,15,1,240,16.86,113.0,3,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0928395061728395,0.0755555555555555,"(1, 5, 1)",67,2+1,0,18,20,9,38,18,minimize,69.051,,13,10,0,101,16.298,101.0,2,OPTIMAL_SOLUTION,1641.0,2
12,18,11,11,30,0.0790123456790123,0.0185185185185185,"(1, 5, 2)",68,1+1+1,0,18,20,9,38,18,minimize,66.121,,12,13,0,127,23.598000000000003,96.0,3,OPTIMAL_SOLUTION,1641.0,6
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(1, 5, 3)",69,1+1+1,0,18,20,9,38,18,minimize,69.83,,14,14,1,138,12.717,97.0,1,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0921810699588477,0.0462962962962962,"(1, 5, 4)",70,1+1+1,0,18,20,9,38,18,minimize,67.563,,13,15,0,156,20.538,99.0,2,OPTIMAL_SOLUTION,1641.0,4
12,18,11,11,30,0.0928395061728395,0.0755555555555555,"(1, 5, 5)",71,2+1,0,18,20,9,38,18,minimize,67.74900000000001,,13,13,0,93,17.405,98.0,1,OPTIMAL_SOLUTION,1641.0,2
12,18,11,11,30,0.1069958847736625,0.0828042328042328,"(2, 0, 0)",72,2+1,0,18,20,9,38,18,minimize,65.777,,14,14,1,288,14.395,98.0,2,OPTIMAL_SOLUTION,1641.0,1
12,18,11,11,30,0.0921810699588477,0.0462962962962963,"(2, 0, 1)",73,1+1+1,0,18,20,9,38,18,minimize,73.006,,14,13,2,322,7.854,110.0,2,OPTIMAL_SOLUTION,1641.0,4
12,18,11,11,30,0.1069958847736625,0.0828042328042328,"(2, 0, 2)",74,2+1,0,18,20,9,38,18,minimize,68.76899999999999,,14,18,0,273,16.052,114.0,3,OPTIMAL_SOLUTION,1641.0,1
12,18,11,11,30,0.0921810699588477,0.0462962962962962,"(2, 0, 3)",75,1+1+1,0,18,20,9,38,18,minimize,71.07,,13,10,0,106,21.916,207.0,2,OPTIMAL_SOLUTION,1641.0,4
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(2, 0, 4)",76,1+1+1,0,18,20,9,38,18,minimize,76.839,,14,13,1,141,9.269,108.0,1,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(2, 0, 5)",77,1+1+1,0,18,20,9,38,18,minimize,101.646,,13,13,1,176,15.107,134.0,2,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0921810699588477,0.0462962962962962,"(2, 1, 0)",78,1+1+1,0,18,20,9,38,18,minimize,77.519,,14,14,1,137,20.841,111.0,1,OPTIMAL_SOLUTION,1641.0,4
12,18,11,11,30,0.0928395061728395,0.0755555555555555,"(2, 1, 1)",79,2+1,0,18,20,9,38,18,minimize,70.802,,13,14,0,96,21.555,103.0,1,OPTIMAL_SOLUTION,1641.0,2
12,18,11,11,30,0.0928395061728395,0.0755555555555555,"(2, 1, 2)",80,2+1,0,18,20,9,38,18,minimize,81.622,,13,9,0,74,12.433,115.0,2,OPTIMAL_SOLUTION,1641.0,2
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(2, 1, 3)",81,1+1+1,0,18,20,9,38,18,minimize,80.36500000000001,,13,11,0,104,23.419,114.0,2,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(2, 1, 4)",82,1+1+1,0,18,20,9,38,18,minimize,78.671,,13,15,0,161,8.418,112.0,2,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0790123456790123,0.0185185185185185,"(2, 1, 5)",83,1+1+1,0,18,20,9,38,18,minimize,93.186,,12,14,0,86,18.609,127.0,1,OPTIMAL_SOLUTION,1641.0,6
12,18,11,11,30,0.1069958847736625,0.0828042328042328,"(2, 2, 0)",84,2+1,0,18,20,9,38,18,minimize,78.19500000000001,,14,14,2,266,17.999000000000002,111.0,2,OPTIMAL_SOLUTION,1641.0,1
12,18,11,11,30,0.0928395061728395,0.0755555555555555,"(2, 2, 1)",85,2+1,0,18,20,9,38,18,minimize,72.941,,13,13,0,95,12.081,108.0,1,OPTIMAL_SOLUTION,1641.0,2
12,18,11,11,30,0.1185185185185185,0.0888888888888888,"(2, 2, 2)",86,3,0,18,20,9,38,18,minimize,75.35300000000001,,14,12,0,124,7.406000000000001,102.0,1,OPTIMAL_SOLUTION,1641.0,0
12,18,11,11,30,0.1069958847736625,0.0828042328042328,"(2, 2, 3)",87,2+1,0,18,20,9,38,18,minimize,69.801,,14,14,1,147,19.417,99.0,1,OPTIMAL_SOLUTION,1641.0,1
12,18,11,11,30,0.0795061728395061,0.0433333333333333,"(2, 2, 4)",88,2+1,0,18,20,9,38,18,minimize,78.60499999999999,,14,10,1,140,10.809,222.0,2,OPTIMAL_SOLUTION,1641.0,3
12,18,11,11,30,0.0928395061728395,0.0755555555555555,"(2, 2, 5)",89,2+1,0,18,20,9,38,18,minimize,71.952,,13,14,0,93,11.548,209.0,1,OPTIMAL_SOLUTION,1641.0,2
12,18,11,11,30,0.0921810699588477,0.0462962962962962,"(2, 3, 0)",90,1+1+1,0,18,20,9,38,18,minimize,82.553,,13,19,0,293,22.305,120.0,3,OPTIMAL_SOLUTION,1641.0,4
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(2, 3, 1)",91,1+1+1,0,18,20,9,38,18,minimize,98.992,,13,19,1,239,19.676,133.0,3,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.1069958847736625,0.0828042328042328,"(2, 3, 2)",92,2+1,0,18,20,9,38,18,minimize,69.116,,14,20,1,362,11.083,100.0,3,OPTIMAL_SOLUTION,1641.0,1
12,18,11,11,30,0.1069958847736625,0.0828042328042328,"(2, 3, 3)",93,2+1,0,18,20,9,38,18,minimize,70.971,,14,14,1,147,23.613,100.0,1,OPTIMAL_SOLUTION,1641.0,1
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(2, 3, 4)",94,1+1+1,0,18,20,9,38,18,minimize,74.386,,13,20,0,323,8.448,213.0,4,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0921810699588477,0.0462962962962963,"(2, 3, 5)",95,1+1+1,0,18,20,9,38,18,minimize,71.42800000000001,,13,16,2,273,23.194,106.0,3,OPTIMAL_SOLUTION,1641.0,4
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(2, 4, 0)",96,1+1+1,0,18,20,9,38,18,minimize,76.705,,14,13,1,150,9.71,213.0,2,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(2, 4, 1)",97,1+1+1,0,18,20,9,38,18,minimize,72.566,,13,20,0,320,10.844,107.0,4,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0795061728395061,0.0433333333333333,"(2, 4, 2)",98,2+1,0,18,20,9,38,18,minimize,71.025,,14,13,1,149,23.786,102.0,3,OPTIMAL_SOLUTION,1641.0,3
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(2, 4, 3)",99,1+1+1,0,18,20,9,38,18,minimize,74.049,,13,15,0,165,11.314,105.0,2,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0795061728395061,0.0433333333333333,"(2, 4, 4)",100,2+1,0,18,20,9,38,18,minimize,67.103,,14,10,1,124,15.261,211.0,2,OPTIMAL_SOLUTION,1641.0,3
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(2, 4, 5)",101,1+1+1,0,18,20,9,38,18,minimize,75.02399999999999,,14,17,5,321,7.611,112.0,3,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(2, 5, 0)",102,1+1+1,0,18,20,9,38,18,minimize,66.151,,13,11,0,160,35.554,106.0,3,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0790123456790123,0.0185185185185185,"(2, 5, 1)",103,1+1+1,0,18,20,9,38,18,minimize,71.67800000000001,,12,17,0,133,15.816,105.0,2,OPTIMAL_SOLUTION,1641.0,6
12,18,11,11,30,0.0928395061728395,0.0755555555555555,"(2, 5, 2)",104,2+1,0,18,20,9,38,18,minimize,70.15100000000001,,13,17,0,260,9.55,101.0,3,OPTIMAL_SOLUTION,1641.0,2
12,18,11,11,30,0.0921810699588477,0.0462962962962962,"(2, 5, 3)",105,1+1+1,0,18,20,9,38,18,minimize,67.41,,13,10,0,103,8.384,98.0,2,OPTIMAL_SOLUTION,1641.0,4
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(2, 5, 4)",106,1+1+1,0,18,20,9,38,18,minimize,68.005,,14,14,1,135,13.152,98.0,1,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0928395061728395,0.0755555555555555,"(2, 5, 5)",107,2+1,0,18,20,9,38,18,minimize,69.695,,13,13,0,92,13.003,95.0,1,OPTIMAL_SOLUTION,1641.0,2
12,18,11,11,30,0.0928395061728395,0.0755555555555555,"(3, 0, 0)",108,2+1,0,18,20,9,38,18,minimize,67.96199999999999,,13,17,0,268,21.963,103.0,3,OPTIMAL_SOLUTION,1641.0,2
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(3, 0, 1)",109,1+1+1,0,18,20,9,38,18,minimize,69.648,,14,14,1,148,18.126,102.0,2,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0921810699588477,0.0462962962962962,"(3, 0, 2)",110,1+1+1,0,18,20,9,38,18,minimize,68.064,,13,21,0,329,10.362,208.0,4,OPTIMAL_SOLUTION,1641.0,4
12,18,11,11,30,0.0928395061728395,0.0755555555555555,"(3, 0, 3)",111,2+1,0,18,20,9,38,18,minimize,71.03800000000001,,13,18,0,276,16.002,106.0,2,OPTIMAL_SOLUTION,1641.0,2
12,18,11,11,30,0.0790123456790123,0.0185185185185185,"(3, 0, 4)",112,1+1+1,0,18,20,9,38,18,minimize,75.626,,12,21,0,244,19.342,110.0,3,OPTIMAL_SOLUTION,1641.0,6
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(3, 0, 5)",113,1+1+1,0,18,20,9,38,18,minimize,68.70700000000001,,13,20,0,335,16.472,105.0,3,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(3, 1, 0)",114,1+1+1,0,18,20,9,38,18,minimize,67.914,,14,14,2,157,10.112,100.0,2,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0795061728395061,0.0433333333333333,"(3, 1, 1)",115,2+1,0,18,20,9,38,18,minimize,69.771,,14,9,0,0,12.103,102.0,2,OPTIMAL_SOLUTION,1641.0,3
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(3, 1, 2)",116,1+1+1,0,18,20,9,38,18,minimize,70.83399999999999,,13,15,0,326,21.238,104.0,4,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0795061728395061,0.0433333333333333,"(3, 1, 3)",117,2+1,0,18,20,9,38,18,minimize,71.086,,14,17,1,300,20.767,105.0,3,OPTIMAL_SOLUTION,1641.0,3
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(3, 1, 4)",118,1+1+1,0,18,20,9,38,18,minimize,70.53,,13,18,1,270,10.995,107.0,3,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(3, 1, 5)",119,1+1+1,0,18,20,9,38,18,minimize,71.59400000000001,,14,13,1,140,16.771,112.0,1,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.0921810699588477,0.0462962962962963,"(3, 2, 0)",120,1+1+1,0,18,20,9,38,18,minimize,70.138,,13,13,0,156,23.036,105.0,4,OPTIMAL_SOLUTION,1641.0,4
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(3, 2, 1)",121,1+1+1,0,18,20,9,38,18,minimize,70.173,,13,16,1,259,22.883,111.0,3,OPTIMAL_SOLUTION,1641.0,5
12,18,11,11,30,0.1069958847736625,0.0828042328042328,"(3, 2, 2)",122,2+1,0,18,20,9,38,18,minimize,68.788,,14,14,3,158,12.405,97.0,2,OPTIMAL_SOLUTION,1641.0,1
12,18,11,11,30,0.1069958847736625,0.0828042328042328,"(3, 2, 3)",123,2+1,0,18,20,9,38,18,minimize,71.382,,14,19,1,384,22.873,106.0,2,OPTIMAL_SOLUTION,1641.0,1
12,18,11,11,30,0.0806584362139917,0.0481481481481481,"(3, 2, 4)",124,1+1+1,0,18,20,9,38,18,minimize,69.18199999999999,,13,20,1,381,10.663,102.0,5,OPTIMAL_SOLUTION,1641.0,5
