scope_type,scope_value,jobs,machines,n_files,benchmark_families,model_type,distribution,params,n_params,loglik,aic,bic,gof_test,gof_stat,gof_pvalue
size_family,10x5,10,5,5,la,discrete,discrete_uniform_minmax,"{""low"": 5, ""high"": 99}",2,-1138.4692229001353,2280.9384458002705,2287.981367635995,chi2_uniform_minmax_bins10,6.200222222222219,0.7197240028581489
size_family,10x5,10,5,5,la,discrete,discrete_uniform_1_99,"{""low"": 1, ""high"": 99, ""fixed_support"": true}",0,-1148.7799625336474,2297.559925067295,2297.559925067295,chi2_uniform_1_99_bins10,10.176400000000001,0.3363943922567158
size_family,10x5,10,5,5,la,discrete,discrete_uniform_1_100,"{""low"": 1, ""high"": 100, ""fixed_support"": true}",0,-1151.2925464970228,2302.5850929940457,2302.5850929940457,chi2_uniform_1_100_bins10,11.2,0.26224875459496483
size_family,10x5,10,5,5,la,discrete,discrete_uniform_0_99,"{""low"": 0, ""high"": 99, ""fixed_support"": true}",0,-1151.2925464970228,2302.5850929940457,2302.5850929940457,chi2_uniform_0_99_bins10,9.919999999999998,0.3570004518895157
size_family,10x5,10,5,5,la,discrete,discrete_uniform_0_100,"{""low"": 0, ""high"": 100, ""fixed_support"": true}",0,-1153.780129210315,2307.56025842063,2307.56025842063,chi2_uniform_0_100_bins10,13.092145454545452,0.15848091638478654
size_family,10x5,10,5,5,la,discrete,poisson,"{""mu"": 50.66}",1,-2727.2597756892774,5456.519551378555,5460.041012296417,,,
size_family,10x5,10,5,5,la,continuous_exploratory,uniform,"[5.0, 94.0]",2,-1135.8236955675009,2275.6473911350017,2282.690312970726,KS_continuous,0.052085106382978696,0.4901624988820482
size_family,10x5,10,5,5,la,continuous_exploratory,weibull_min,"[1.989462992508074, -1.577528583905146, 58.903437715928256]",3,-1173.2636398781754,2352.5272797563507,2363.0916625099376,KS_continuous,0.08264240215231611,0.06209407161998626
size_family,10x5,10,5,5,la,continuous_exploratory,norm,"[50.66, 27.34944972024117]",2,-1181.9087354880496,2367.8174709760992,2374.8603928118237,KS_continuous,0.08431645403273996,0.0539187938030542
size_family,10x5,10,5,5,la,continuous_exploratory,lognorm,"[0.0946614421598362, -239.0595127440629, 288.4270997521815]",3,-1181.4830951475371,2368.9661902950743,2379.530573048661,KS_continuous,0.08378476759074127,0.056408648893850444
size_family,10x5,10,5,5,la,continuous_exploratory,gamma,"[482.8243083920636, -550.3648932879341, 1.2447689377136615]",3,-1181.6507448439877,2369.3014896879754,2379.8658724415623,KS_continuous,0.08278597963760642,0.06135359194239687
size_family,10x5,10,5,5,la,continuous_exploratory,expon,"[5.0, 45.66]",2,-1205.3056602754123,2414.6113205508245,2421.654242386549,KS_continuous,0.15982780158426346,4.7914954436657775e-06
size_family,10x10,10,10,18,"abz,ft,la,orb",discrete,discrete_uniform_0_99,"{""low"": 0, ""high"": 99, ""fixed_support"": true}",0,-8289.306334778565,16578.61266955713,16578.61266955713,chi2_uniform_0_99_bins10,61.92222222222222,5.704368606813108e-10
size_family,10x10,10,10,18,"abz,ft,la,orb",discrete,discrete_uniform_minmax,"{""low"": 0, ""high"": 99}",2,-8289.306334778565,16582.61266955713,16593.6037534449,chi2_uniform_minmax_bins10,61.92222222222222,5.704368606813108e-10
size_family,10x10,10,10,18,"abz,ft,la,orb",discrete,discrete_uniform_0_100,"{""low"": 0, ""high"": 100, ""fixed_support"": true}",0,-8307.216930314267,16614.433860628535,16614.433860628535,chi2_uniform_0_100_bins10,53.12555555555556,2.7669686500337248e-08
size_family,10x10,10,10,18,"abz,ft,la,orb",discrete,poisson,"{""mu"": 52.575}",1,-19756.514632504786,39515.02926500957,39520.52480695346,,,
size_family,10x10,10,10,18,"abz,ft,la,orb",discrete,discrete_uniform_1_100,"{""low"": 1, ""high"": 100, ""fixed_support"": true}",0,-inf,inf,inf,chi2_uniform_1_100_bins10,,
size_family,10x10,10,10,18,"abz,ft,la,orb",discrete,discrete_uniform_1_99,"{""low"": 1, ""high"": 99, ""fixed_support"": true}",0,-inf,inf,inf,chi2_uniform_1_99_bins10,,
size_family,10x10,10,10,18,"abz,ft,la,orb",continuous_exploratory,uniform,"[0.0, 99.0]",2,-8271.21573024226,16546.43146048452,16557.42254437229,KS_continuous,0.051515151515151514,0.00013647036713110053
size_family,10x10,10,10,18,"abz,ft,la,orb",continuous_exploratory,weibull_min,"[2.362423360578328, -7.801143762767916, 68.23583360354132]",3,-8487.629190348276,16981.258380696552,16997.745006528206,KS_continuous,0.07893169473614481,3.350581034460333e-10
size_family,10x10,10,10,18,"abz,ft,la,orb",continuous_exploratory,norm,"[52.575, 27.686076273904263]",2,-8531.762685172871,17067.525370345742,17078.51645423351,KS_continuous,0.07493608139429098,3.0896944943364793e-09
size_family,10x10,10,10,18,"abz,ft,la,orb",continuous_exploratory,gamma,"[5519.893225570155, -2005.0184593936601, 0.3727595074631077]",3,-8532.002852206737,17070.005704413474,17086.492330245128,KS_continuous,0.07541051276643762,2.3877544694612126e-09
size_family,10x10,10,10,18,"abz,ft,la,orb",continuous_exploratory,lognorm,"[0.019637733067120244, -1358.6544081713873, 1410.9645775217182]",3,-8532.39846071898,17070.79692143796,17087.283547269613,KS_continuous,0.07581798523141581,1.9111483604825334e-09
size_family,10x10,10,10,18,"abz,ft,la,orb",continuous_exploratory,expon,"[0.0, 52.575]",2,-8932.033298859773,17868.066597719546,17879.057681607315,KS_continuous,0.1718197950071974,6.200210841058738e-47
