scope_type,scope_value,benchmark_family,jobs,machines,model_type,distribution,params,n_params,loglik,aic,bic,gof_test,gof_stat,gof_pvalue
file,la26,la,20,10,continuous_exploratory,norm,"[52.575, 25.78438238546737]",2,-933.7415015894194,1871.4830031788388,1878.079637911935,KS_continuous,0.07277123384457751,0.22871380658826101
file,la26,la,20,10,continuous_exploratory,lognorm,"[0.10685858682453317, -189.45355464031346, 240.6540839974838]",3,-933.2100324826432,1872.4200649652864,1882.3150170649305,KS_continuous,0.07625275399783582,0.1854924121601863
file,la26,la,20,10,continuous_exploratory,gamma,"[194.16248884764116, -305.4993066618023, 1.8438392080850337]",3,-933.3200458139604,1872.6400916279208,1882.535043727565,KS_continuous,0.07601770619022485,0.18819413316931133
file,la26,la,20,10,continuous_exploratory,expon,"[7.0, 45.575]",2,-963.8718641129453,1931.7437282258907,1938.3403629589868,KS_continuous,0.16724629491268866,2.3329976934171302e-05
file,la27,la,20,10,discrete,discrete_uniform_minmax,"{""low"": 5, ""high"": 99}",2,-910.7753783201082,1825.5507566402164,1832.1473913733125,chi2_uniform_minmax_bins10,3.6694444444444456,0.9317923725266992
file,la27,la,20,10,discrete,discrete_uniform_1_99,"{""low"": 1, ""high"": 99, ""fixed_support"": true}",0,-919.0239700269179,1838.0479400538359,1838.0479400538359,chi2_uniform_1_99_bins10,10.672,0.29886323052047736
file,la27,la,20,10,discrete,discrete_uniform_1_100,"{""low"": 1, ""high"": 100, ""fixed_support"": true}",0,-921.0340371976183,1842.0680743952366,1842.0680743952366,chi2_uniform_1_100_bins10,11.0,0.27570893677222197
file,la27,la,20,10,discrete,discrete_uniform_0_99,"{""low"": 0, ""high"": 99, ""fixed_support"": true}",0,-921.0340371976183,1842.0680743952366,1842.0680743952366,chi2_uniform_0_99_bins10,14.5,0.1056178125797962
file,la27,la,20,10,discrete,discrete_uniform_0_100,"{""low"": 0, ""high"": 100, ""fixed_support"": true}",0,-923.024103368252,1846.048206736504,1846.048206736504,chi2_uniform_0_100_bins10,12.81618181818182,0.17110176595885385
file,la27,la,20,10,discrete,poisson,"{""mu"": 54.16}",1,-1997.0619658512983,3996.1239317025966,3999.4222490691445,,,
file,la27,la,20,10,continuous_exploratory,uniform,"[5.0, 94.0]",2,-908.6589564540006,1821.3179129080013,1827.9145476410974,KS_continuous,0.07042553191489359,0.26186054110037693
file,la27,la,20,10,continuous_exploratory,weibull_min,"[2.9282847741997786, -14.606548187150683, 77.30060365843299]",3,-934.058168756944,1874.116337513888,1884.0112896135322,KS_continuous,0.07370090423168141,0.21648822089899344
file,la27,la,20,10,continuous_exploratory,norm,"[54.16, 26.30179461557709]",2,-937.7151412788257,1879.4302825576515,1886.0269172907476,KS_continuous,0.07309722432160126,0.22436888048682602
file,la27,la,20,10,continuous_exploratory,lognorm,"[3.13540025841195e-06, -8388602.999999996, 8388657.159958763]",3,-937.7151657066199,1881.4303314132399,1891.325283512884,KS_continuous,0.07309743293891513,0.2243661200894328
file,la27,la,20,10,continuous_exploratory,gamma,"[1105.454530149313, -821.447601308293, 0.7920308586595365]",3,-937.8810904509301,1881.7621809018601,1891.6571330015042,KS_continuous,0.07496796094174896,0.2006360544009551
file,la27,la,20,10,continuous_exploratory,expon,"[5.0, 49.16]",2,-979.0160569395669,1962.0321138791337,1968.6287486122299,KS_continuous,0.2084424834910965,4.227989639341443e-08
file,la28,la,20,10,discrete,discrete_uniform_minmax,"{""low"": 5, ""high"": 99}",2,-910.7753783201082,1825.5507566402164,1832.1473913733125,chi2_uniform_minmax_bins10,3.6799999999999997,0.931184892832221
file,la28,la,20,10,discrete,discrete_uniform_1_99,"{""low"": 1, ""high"": 99, ""fixed_support"": true}",0,-919.0239700269179,1838.0479400538359,1838.0479400538359,chi2_uniform_1_99_bins10,6.1675,0.7230441897645288
file,la28,la,20,10,discrete,discrete_uniform_1_100,"{""low"": 1, ""high"": 100, ""fixed_support"": true}",0,-921.0340371976183,1842.0680743952366,1842.0680743952366,chi2_uniform_1_100_bins10,5.8,0.7597562788720694
file,la28,la,20,10,discrete,discrete_uniform_0_99,"{""low"": 0, ""high"": 99, ""fixed_support"": true}",0,-921.0340371976183,1842.0680743952366,1842.0680743952366,chi2_uniform_0_99_bins10,6.300000000000001,0.7095579631645259
file,la28,la,20,10,discrete,discrete_uniform_0_100,"{""low"": 0, ""high"": 100, ""fixed_support"": true}",0,-923.024103368252,1846.048206736504,1846.048206736504,chi2_uniform_0_100_bins10,6.6827272727272735,0.6701133077330637
file,la28,la,20,10,discrete,poisson,"{""mu"": 53.41}",1,-2118.9129688547955,4239.825937709591,4243.124255076139,,,
file,la28,la,20,10,continuous_exploratory,uniform,"[5.0, 94.0]",2,-908.6589564540006,1821.3179129080013,1827.9145476410974,KS_continuous,0.05042553191489363,0.6701210342671111
file,la28,la,20,10,continuous_exploratory,weibull_min,"[2.836700723818939, -15.51734933383054, 77.56634474288941]",3,-939.9001161289592,1885.8002322579184,1895.6951843575625,KS_continuous,0.07866952017308237,0.15944224214068536
file,la28,la,20,10,continuous_exploratory,norm,"[53.41, 27.089147273400837]",2,-943.6143422529501,1891.2286845059002,1897.8253192389964,KS_continuous,0.07491582095482929,0.20127021675106205
file,la28,la,20,10,continuous_exploratory,lognorm,"[3.229259728930529e-06, -8388602.999999974, 8388656.409956235]",3,-943.6143647870131,1893.2287295740261,1903.1236816736703,KS_continuous,0.07491619556806683,0.2012656549378652
file,la28,la,20,10,continuous_exploratory,gamma,"[1289.1178951162437, -920.7160928623439, 0.7556467706123629]",3,-943.7528859498369,1893.5057718996738,1903.400723999318,KS_continuous,0.07701202229066362,0.17697185472822874
file,la28,la,20,10,continuous_exploratory,expon,"[5.0, 48.41]",2,-975.9412807903205,1955.882561580641,1962.4791963137372,KS_continuous,0.1936758176060614,4.787178101245978e-07
file,la29,la,20,10,discrete,discrete_uniform_minmax,"{""low"": 5, ""high"": 99}",2,-910.7753783201082,1825.5507566402164,1832.1473913733125,chi2_uniform_minmax_bins10,4.851666666666665,0.8470423415620776
file,la29,la,20,10,discrete,discrete_uniform_1_99,"{""low"": 1, ""high"": 99, ""fixed_support"": true}",0,-919.0239700269179,1838.0479400538359,1838.0479400538359,chi2_uniform_1_99_bins10,9.3355,0.40689858158036873
file,la29,la,20,10,discrete,discrete_uniform_1_100,"{""low"": 1, ""high"": 100, ""fixed_support"": true}",0,-921.0340371976183,1842.0680743952366,1842.0680743952366,chi2_uniform_1_100_bins10,10.2,0.3345381516340064
file,la29,la,20,10,discrete,discrete_uniform_0_99,"{""low"": 0, ""high"": 99, ""fixed_support"": true}",0,-921.0340371976183,1842.0680743952366,1842.0680743952366,chi2_uniform_0_99_bins10,12.2,0.2022676854058257
file,la29,la,20,10,discrete,discrete_uniform_0_100,"{""low"": 0, ""high"": 100, ""fixed_support"": true}",0,-923.024103368252,1846.048206736504,1846.048206736504,chi2_uniform_0_100_bins10,11.269045454545457,0.25771714891080627
file,la29,la,20,10,discrete,poisson,"{""mu"": 49.645}",1,-2220.937813025646,4443.875626051292,4447.17394341784,,,
file,la29,la,20,10,continuous_exploratory,uniform,"[5.0, 94.0]",2,-908.6589564540006,1821.3179129080013,1827.9145476410974,KS_continuous,0.07691489361702131,0.17804436616673336
file,la29,la,20,10,continuous_exploratory,weibull_min,"[1.9538912712296306, -1.957911227378329, 58.13840316715532]",3,-938.5754372653976,1883.1508745307951,1893.0458266304393,KS_continuous,0.07818063800641495,0.16446265147446726
file,la29,la,20,10,continuous_exploratory,norm,"[49.645, 27.35980582898936]",2,-945.602705808035,1895.20541161607,1901.8020463491662,KS_continuous,0.07334345465425174,0.22112865171515284
file,la29,la,20,10,continuous_exploratory,lognorm,"[0.10655245835398042, -207.98502829083606, 256.17547573392164]",3,-945.1366693110218,1896.2733386220436,1906.1682907216878,KS_continuous,0.0778825637034748,0.1675846860214678
file,la29,la,20,10,continuous_exploratory,gamma,"[250.0696477002645, -382.2278327554311, 1.7265505705536666]",3,-945.2650591011982,1896.5301182023964,1906.4250703020405,KS_continuous,0.07676392511765295,0.17972151567872452
file,la29,la,20,10,continuous_exploratory,expon,"[5.0, 44.645]",2,-959.748463793836,1923.496927587672,1930.0935623207681,KS_continuous,0.16642816427662988,2.6069100767056155e-05
file,la30,la,20,10,discrete,discrete_uniform_minmax,"{""low"": 5, ""high"": 99}",2,-910.7753783201082,1825.5507566402164,1832.1473913733125,chi2_uniform_minmax_bins10,6.308333333333331,0.7087062292943911
file,la30,la,20,10,discrete,discrete_uniform_1_99,"{""low"": 1, ""high"": 99, ""fixed_support"": true}",0,-919.0239700269179,1838.0479400538359,1838.0479400538359,chi2_uniform_1_99_bins10,10.100000000000001,0.34245050415591677
file,la30,la,20,10,discrete,discrete_uniform_1_100,"{""low"": 1, ""high"": 100, ""fixed_support"": true}",0,-921.0340371976183,1842.0680743952366,1842.0680743952366,chi2_uniform_1_100_bins10,10.8,0.2896674903884788
file,la30,la,20,10,discrete,discrete_uniform_0_99,"{""low"": 0, ""high"": 99, ""fixed_support"": true}",0,-921.0340371976183,1842.0680743952366,1842.0680743952366,chi2_uniform_0_99_bins10,11.8,0.2248206415577542
file,la30,la,20,10,discrete,discrete_uniform_0_100,"{""low"": 0, ""high"": 100, ""fixed_support"": true}",0,-923.024103368252,1846.048206736504,1846.048206736504,chi2_uniform_0_100_bins10,11.581227272727276,0.23795995586380425
file,la30,la,20,10,discrete,poisson,"{""mu"": 53.4}",1,-2225.904183078259,4453.808366156518,4457.106683523066,,,
file,la30,la,20,10,continuous_exploratory,uniform,"[5.0, 94.0]",2,-908.6589564540006,1821.3179129080013,1827.9145476410974,KS_continuous,0.05585106382978722,0.5419821103268258
file,la30,la,20,10,continuous_exploratory,weibull_min,"[3.322484123015128, -27.133375140583105, 90.08707209746086]",3,-944.6136694862053,1895.2273389724105,1905.1222910720546,KS_continuous,0.0858729718747544,0.09871257181484738
file,la30,la,20,10,continuous_exploratory,norm,"[53.4, 27.77264841530242]",2,-948.5980399260749,1901.1960798521498,1907.792714585246,KS_continuous,0.08784105117532415,0.08595897224711102
file,la30,la,20,10,continuous_exploratory,lognorm,"[1.655374284628105e-06, -16777210.999999948, 16777264.39997696]",3,-948.5980661415856,1903.1961322831712,1913.0910843828153,KS_continuous,0.08784121910804632,0.0859579460280927
file,la30,la,20,10,continuous_exploratory,gamma,"[419.12607195147325, -518.3972293653692, 1.3640033447378879]",3,-949.1240708799686,1904.2481417599372,1914.1430938595813,KS_continuous,0.09190916428935336,0.0639408126572365
file,la30,la,20,10,continuous_exploratory,expon,"[5.0, 48.4]",2,-975.8999627445171,1955.7999254890342,1962.3965602221303,KS_continuous,0.18739836036108937,1.270425771722694e-06
file,la31,la,30,10,discrete,discrete_uniform_minmax,"{""low"": 5, ""high"": 99}",2,-1366.1630674801622,2736.3261349603245,2743.733699909637,chi2_uniform_minmax_bins10,8.464999999999998,0.4880473818675095
file,la31,la,30,10,discrete,discrete_uniform_1_99,"{""low"": 1, ""high"": 99, ""fixed_support"": true}",0,-1378.5359550403768,2757.0719100807537,2757.0719100807537,chi2_uniform_1_99_bins10,10.661999999999997,0.29959027198157506
file,la31,la,30,10,discrete,discrete_uniform_1_100,"{""low"": 1, ""high"": 100, ""fixed_support"": true}",0,-1381.5510557964276,2763.102111592855,2763.102111592855,chi2_uniform_1_100_bins10,11.666666666666666,0.2327598715399485
file,la31,la,30,10,discrete,discrete_uniform_0_99,"{""low"": 0, ""high"": 99, ""fixed_support"": true}",0,-1381.5510557964276,2763.102111592855,2763.102111592855,chi2_uniform_0_99_bins10,13.666666666666666,0.13468638580484982
file,la31,la,30,10,discrete,discrete_uniform_0_100,"{""low"": 0, ""high"": 100, ""fixed_support"": true}",0,-1384.5361550523778,2769.0723101047556,2769.0723101047556,chi2_uniform_0_100_bins10,13.999818181818178,0.12233169581062181
file,la31,la,30,10,discrete,poisson,"{""mu"": 50.63666666666666}",1,-3092.5790383385497,6187.158076677099,6190.861859151755,,,
file,la31,la,30,10,continuous_exploratory,uniform,"[5.0, 94.0]",2,-1362.988434681001,2729.976869362002,2737.3844343113146,KS_continuous,0.05234042553191498,0.3709406065833972
file,la31,la,30,10,continuous_exploratory,weibull_min,"[2.0257460646880405, -0.611129234218588, 57.81937880628424]",3,-1398.0119440386693,2802.0238880773386,2813.1352355013073,KS_continuous,0.072905923059576,0.07838297214641199
file,la31,la,30,10,continuous_exploratory,lognorm,"[0.12575232436308437, -160.72678754373487, 209.70466332772176]",3,-1407.3593168352077,2820.7186336704153,2831.829981094384,KS_continuous,0.07497547502802115,0.06512479448080888
file,la31,la,30,10,continuous_exploratory,norm,"[50.63666666666666, 26.463647812717646]",2,-1408.4131631376767,2820.8263262753535,2828.233891224666,KS_continuous,0.07137922159669319,0.08956609849771913
file,la31,la,30,10,continuous_exploratory,gamma,"[140.16746072837333, -262.7653627292747, 2.2350361244663586]",3,-1407.5707562806467,2821.1415125612934,2832.252859985262,KS_continuous,0.07441869609619944,0.06848862122861732
file,la31,la,30,10,continuous_exploratory,expon,"[5.0, 45.63666666666666]",2,-1446.2134460932666,2896.426892186533,2903.8344571358457,KS_continuous,0.1640055605685154,1.610571864405629e-07
file,la32,la,30,10,discrete,discrete_uniform_minmax,"{""low"": 5, ""high"": 99}",2,-1366.1630674801622,2736.3261349603245,2743.733699909637,chi2_uniform_minmax_bins10,8.450925925925928,0.48941809746821496
file,la32,la,30,10,discrete,discrete_uniform_1_99,"{""low"": 1, ""high"": 99, ""fixed_support"": true}",0,-1378.5359550403768,2757.0719100807537,2757.0719100807537,chi2_uniform_1_99_bins10,13.104000000000001,0.15795656635652996
file,la32,la,30,10,discrete,discrete_uniform_1_100,"{""low"": 1, ""high"": 100, ""fixed_support"": true}",0,-1381.5510557964276,2763.102111592855,2763.102111592855,chi2_uniform_1_100_bins10,12.933333333333334,0.16564613500075548
file,la32,la,30,10,discrete,discrete_uniform_0_99,"{""low"": 0, ""high"": 99, ""fixed_support"": true}",0,-1381.5510557964276,2763.102111592855,2763.102111592855,chi2_uniform_0_99_bins10,15.066666666666666,0.0891209597647302
file,la32,la,30,10,discrete,discrete_uniform_0_100,"{""low"": 0, ""high"": 100, ""fixed_support"": true}",0,-1384.5361550523778,2769.0723101047556,2769.0723101047556,chi2_uniform_0_100_bins10,14.712939393939392,0.09912888738957369
file,la32,la,30,10,discrete,poisson,"{""mu"": 55.23}",1,-3218.8895966616847,6439.779193323369,6443.482975798025,,,
file,la32,la,30,10,continuous_exploratory,uniform,"[5.0, 94.0]",2,-1362.988434681001,2729.976869362002,2737.3844343113146,KS_continuous,0.08127659574468088,0.03588075514951827
file,la32,la,30,10,continuous_exploratory,weibull_min,"[4.182184226663279, -42.93449780556095, 108.410285027273]",3,-1413.515726293212,2833.031452586424,2844.142800010393,KS_continuous,0.07749001693698543,0.05163416942783017
file,la32,la,30,10,continuous_exploratory,norm,"[55.23, 27.456822467284884]",2,-1419.4659635676464,2842.931927135293,2850.3394920846054,KS_continuous,0.08199553147557892,0.0334193073159047
file,la32,la,30,10,continuous_exploratory,lognorm,"[6.546142650798998e-06, -4194299.0, 4194354.229910132]",3,-1419.4661673397206,2844.9323346794413,2856.04368210341,KS_continuous,0.08199627349169825,0.03341684534013778
file,la32,la,30,10,continuous_exploratory,gamma,"[316.0586035105421, -436.3871606029561, 1.5550993194265978]",3,-1420.6692687489663,2847.3385374979325,2858.4498849219012,KS_continuous,0.08716821068214331,0.01967516927127143
file,la32,la,30,10,continuous_exploratory,expon,"[5.0, 50.23]",2,-1474.983737328586,2953.967474657172,2961.3750396064843,KS_continuous,0.18300096146691652,2.893480329037158e-09
file,la33,la,30,10,discrete,discrete_uniform_minmax,"{""low"": 5, ""high"": 99}",2,-1366.1630674801622,2736.3261349603245,2743.733699909637,chi2_uniform_minmax_bins10,6.061851851851854,0.7337122843389259
file,la33,la,30,10,discrete,discrete_uniform_1_99,"{""low"": 1, ""high"": 99, ""fixed_support"": true}",0,-1378.5359550403768,2757.0719100807537,2757.0719100807537,chi2_uniform_1_99_bins10,7.428,0.5926502809563277
file,la33,la,30,10,discrete,discrete_uniform_1_100,"{""low"": 1, ""high"": 100, ""fixed_support"": true}",0,-1381.5510557964276,2763.102111592855,2763.102111592855,chi2_uniform_1_100_bins10,9.333333333333332,0.4070908354905882
file,la33,la,30,10,discrete,discrete_uniform_0_99,"{""low"": 0, ""high"": 99, ""fixed_support"": true}",0,-1381.5510557964276,2763.102111592855,2763.102111592855,chi2_uniform_0_99_bins10,12.466666666666667,0.1882604516491762
file,la33,la,30,10,discrete,discrete_uniform_0_100,"{""low"": 0, ""high"": 100, ""fixed_support"": true}",0,-1384.5361550523778,2769.0723101047556,2769.0723101047556,chi2_uniform_0_100_bins10,10.513787878787877,0.31051234489080687
file,la33,la,30,10,discrete,poisson,"{""mu"": 49.89666666666667}",1,-3317.1598917472284,6636.319783494457,6640.0235659691125,,,
file,la33,la,30,10,continuous_exploratory,uniform,"[5.0, 94.0]",2,-1362.988434681001,2729.976869362002,2737.3844343113146,KS_continuous,0.05510638297872339,0.3105954517389443
file,la33,la,30,10,continuous_exploratory,weibull_min,"[2.134196964550303, -4.863183459159882, 61.849725066096994]",3,-1407.7931375210874,2821.5862750421747,2832.6976224661435,KS_continuous,0.08725248854919465,0.019500839922006876
file,la33,la,30,10,continuous_exploratory,norm,"[49.89666666666667, 27.173136039519292]",2,-1416.3502118572276,2836.700423714455,2844.1079886637676,KS_continuous,0.06887901122370843,0.1107508091595264
file,la33,la,30,10,continuous_exploratory,lognorm,"[0.02033712268306429, -1286.408675896602, 1336.029051237932]",3,-1416.326481787656,2838.652963575312,2849.7643109992805,KS_continuous,0.07069464282136317,0.09499865001563679
file,la33,la,30,10,continuous_exploratory,gamma,"[15606.486151560457, -3344.543620296401, 0.21750167807571397]",3,-1416.33830879497,2838.67661758994,2849.787965013909,KS_continuous,0.06902848439598797,0.1093773312743126
file,la33,la,30,10,continuous_exploratory,expon,"[5.0, 44.89666666666667]",2,-1441.3090658827841,2886.6181317655683,2894.0256967148807,KS_continuous,0.1571713537761134,6.126751802951732e-07
file,la34,la,30,10,discrete,discrete_uniform_minmax,"{""low"": 5, ""high"": 99}",2,-1366.1630674801622,2736.3261349603245,2743.733699909637,chi2_uniform_minmax_bins10,6.593148148148147,0.679394898147112
file,la34,la,30,10,discrete,discrete_uniform_1_99,"{""low"": 1, ""high"": 99, ""fixed_support"": true}",0,-1378.5359550403768,2757.0719100807537,2757.0719100807537,chi2_uniform_1_99_bins10,13.954666666666666,0.12394698522154173
file,la34,la,30,10,discrete,discrete_uniform_1_100,"{""low"": 1, ""high"": 100, ""fixed_support"": true}",0,-1381.5510557964276,2763.102111592855,2763.102111592855,chi2_uniform_1_100_bins10,13.333333333333332,0.1480941956319112
file,la34,la,30,10,discrete,discrete_uniform_0_99,"{""low"": 0, ""high"": 99, ""fixed_support"": true}",0,-1381.5510557964276,2763.102111592855,2763.102111592855,chi2_uniform_0_99_bins10,15.866666666666665,0.06971868502750082
file,la34,la,30,10,discrete,discrete_uniform_0_100,"{""low"": 0, ""high"": 100, ""fixed_support"": true}",0,-1384.5361550523778,2769.0723101047556,2769.0723101047556,chi2_uniform_0_100_bins10,15.361787878787874,0.0814657098376618
file,la34,la,30,10,discrete,poisson,"{""mu"": 51.13666666666666}",1,-3313.744978050383,6629.489956100766,6633.193738575422,,,
file,la34,la,30,10,continuous_exploratory,uniform,"[5.0, 94.0]",2,-1362.988434681001,2729.976869362002,2737.3844343113146,KS_continuous,0.044751773049645394,0.5695089847624324
file,la34,la,30,10,continuous_exploratory,weibull_min,"[2.0233382253979713, -2.401927477001676, 60.40175445528054]",3,-1411.7793014741355,2829.558602948271,2840.66995037224,KS_continuous,0.09375962961226836,0.009557245292078112
file,la34,la,30,10,continuous_exploratory,norm,"[51.13666666666666, 27.67353709874391]",2,-1421.8245451124737,2847.6490902249475,2855.05665517426,KS_continuous,0.08226604668363569,0.032532226932144526
file,la34,la,30,10,continuous_exploratory,lognorm,"[0.09357160390999143, -245.40851993825845, 295.2524732981244]",3,-1421.3223139957977,2848.6446279915954,2859.755975415564,KS_continuous,0.08982717853788447,0.014796917548119364
file,la34,la,30,10,continuous_exploratory,gamma,"[500.8253589960982, -567.0642734343655, 1.234318417236719]",3,-1421.5229225031514,2849.045845006303,2860.1571924302716,KS_continuous,0.08544785762996554,0.02355062667073793
file,la34,la,30,10,continuous_exploratory,expon,"[5.0, 46.13666666666666]",2,-1449.4824018721501,2902.9648037443003,2910.3723686936128,KS_continuous,0.14495807766742647,5.775461333687042e-06
file,la35,la,30,10,discrete,discrete_uniform_minmax,"{""low"": 5, ""high"": 99}",2,-1366.1630674801622,2736.3261349603245,2743.733699909637,chi2_uniform_minmax_bins10,9.330555555555557,0.4073373910388978
file,la35,la,30,10,discrete,discrete_uniform_1_99,"{""low"": 1, ""high"": 99, ""fixed_support"": true}",0,-1378.5359550403768,2757.0719100807537,2757.0719100807537,chi2_uniform_1_99_bins10,15.974999999999998,0.06740549205916209
file,la35,la,30,10,discrete,discrete_uniform_1_100,"{""low"": 1, ""high"": 100, ""fixed_support"": true}",0,-1381.5510557964276,2763.102111592855,2763.102111592855,chi2_uniform_1_100_bins10,15.133333333333333,0.08733804723999777
file,la35,la,30,10,discrete,discrete_uniform_0_99,"{""low"": 0, ""high"": 99, ""fixed_support"": true}",0,-1381.5510557964276,2763.102111592855,2763.102111592855,chi2_uniform_0_99_bins10,9.133333333333333,0.4250585804021004
file,la35,la,30,10,discrete,discrete_uniform_0_100,"{""low"": 0, ""high"": 100, ""fixed_support"": true}",0,-1384.5361550523778,2769.0723101047556,2769.0723101047556,chi2_uniform_0_100_bins10,16.93493939393939,0.04974462016723812
file,la35,la,30,10,discrete,poisson,"{""mu"": 51.61666666666667}",1,-3345.8755926371223,6693.751185274245,6697.4549677489,,,
file,la35,la,30,10,continuous_exploratory,uniform,"[5.0, 94.0]",2,-1362.988434681001,2729.976869362002,2737.3844343113146,KS_continuous,0.04794326241134744,0.4808760841264691
file,la35,la,30,10,continuous_exploratory,weibull_min,"[2.152259339006209, -4.904585986280683, 63.84565819832693]",3,-1415.0620466028263,2836.1240932056526,2847.2354406296213,KS_continuous,0.07926793853538727,0.043616819688075625
file,la35,la,30,10,continuous_exploratory,norm,"[51.61666666666667, 27.851326519375856]",2,-1423.7457387902864,2851.491477580573,2858.8990425298853,KS_continuous,0.07601079996869509,0.059243702462707826
file,la35,la,30,10,continuous_exploratory,lognorm,"[0.05541009529407599, -451.4756735864246, 502.32116072710977]",3,-1423.5554203305487,2853.1108406610974,2864.222188085066,KS_continuous,0.07773612977608313,0.05045356574792004
file,la35,la,30,10,continuous_exploratory,gamma,"[1519.6721127265573, -1033.2703807757198, 0.7138788094902546]",3,-1423.6358880909206,2853.2717761818412,2864.38312360581,KS_continuous,0.07700201353551683,0.054045729220131844
file,la35,la,30,10,continuous_exploratory,expon,"[5.0, 46.61666666666667]",2,-1452.5874392939577,2909.1748785879154,2916.582443537228,KS_continuous,0.1645014054428972,1.4584791174577889e-07
file,la36,la,15,15,discrete,discrete_uniform_minmax,"{""low"": 7, ""high"": 99}",2,-1019.8348859594827,2043.6697719189654,2050.5019727233744,chi2_uniform_minmax_bins10,10.462222222222223,0.31437659177641486
file,la36,la,15,15,discrete,discrete_uniform_1_99,"{""low"": 1, ""high"": 99, ""fixed_support"": true}",0,-1033.9019662802827,2067.8039325605655,2067.8039325605655,chi2_uniform_1_99_bins10,18.451999999999998,0.030277273990476694
file,la36,la,15,15,discrete,discrete_uniform_1_100,"{""low"": 1, ""high"": 100, ""fixed_support"": true}",0,-1036.1632918473206,2072.326583694641,2072.326583694641,chi2_uniform_1_100_bins10,19.31111111111111,0.02267375988819008
file,la36,la,15,15,discrete,discrete_uniform_0_99,"{""low"": 0, ""high"": 99, ""fixed_support"": true}",0,-1036.1632918473206,2072.326583694641,2072.326583694641,chi2_uniform_0_99_bins10,21.08888888888889,0.012261536419827456
file,la36,la,15,15,discrete,discrete_uniform_0_100,"{""low"": 0, ""high"": 100, ""fixed_support"": true}",0,-1038.4021162892834,2076.804232578567,2076.804232578567,chi2_uniform_0_100_bins10,21.607313131313134,0.01021040308448951
file,la36,la,15,15,discrete,poisson,"{""mu"": 52.17333333333333}",1,-2102.2364082346976,4206.472816469395,4209.8889168716,,,
file,la36,la,15,15,continuous_exploratory,uniform,"[7.0, 92.0]",2,-1017.4024298360338,2038.8048596720676,2045.6370604764763,KS_continuous,0.05550724637681159,0.47527235113158783
file,la36,la,15,15,continuous_exploratory,weibull_min,"[2.1608826193095947, 0.8307989106198422, 57.99726975587477]",3,-1038.3520036938962,2082.7040073877924,2092.9523085944056,KS_continuous,0.06646846184985478,0.2614474102376172
file,la36,la,15,15,continuous_exploratory,norm,"[52.17333333333333, 25.195082412601426]",2,-1045.257157422499,2094.514314844998,2101.3465156494067,KS_continuous,0.06642014336962676,0.26220802097763873
file,la36,la,15,15,continuous_exploratory,lognorm,"[0.11591611350182751, -165.89867393652236, 216.61594137041294]",3,-1044.4895897210977,2094.9791794421953,2105.2274806488085,KS_continuous,0.06921673824713725,0.22080857381850583
file,la36,la,15,15,continuous_exploratory,gamma,"[99.49588310825587, -199.0897116973174, 2.524820914952997]",3,-1044.5137768254053,2095.0275536508107,2105.275854857424,KS_continuous,0.06892106961659938,0.22493645548308183
file,la36,la,15,15,continuous_exploratory,expon,"[7.0, 45.17333333333333]",2,-1082.3640620030178,2168.7281240060356,2175.5603248104444,KS_continuous,0.1786011874259118,9.465782106942975e-07
file,la37,la,15,15,discrete,discrete_uniform_minmax,"{""low"": 5, ""high"": 99}",2,-1024.6223006101218,2053.2446012202436,2060.0768020246524,chi2_uniform_minmax_bins10,7.250370370370373,0.6110700011442183
file,la37,la,15,15,discrete,discrete_uniform_1_99,"{""low"": 1, ""high"": 99, ""fixed_support"": true}",0,-1033.9019662802827,2067.8039325605655,2067.8039325605655,chi2_uniform_1_99_bins10,12.766222222222224,0.1734729024745312
file,la37,la,15,15,discrete,discrete_uniform_1_100,"{""low"": 1, ""high"": 100, ""fixed_support"": true}",0,-1036.1632918473206,2072.326583694641,2072.326583694641,chi2_uniform_1_100_bins10,12.555555555555555,0.183769335285174
file,la37,la,15,15,discrete,discrete_uniform_0_99,"{""low"": 0, ""high"": 99, ""fixed_support"": true}",0,-1036.1632918473206,2072.326583694641,2072.326583694641,chi2_uniform_0_99_bins10,16.466666666666665,0.05775313294793642
file,la37,la,15,15,discrete,discrete_uniform_0_100,"{""low"": 0, ""high"": 100, ""fixed_support"": true}",0,-1038.4021162892834,2076.804232578567,2076.804232578567,chi2_uniform_0_100_bins10,14.343474747474747,0.11062101564696035
file,la37,la,15,15,discrete,poisson,"{""mu"": 55.86222222222222}",1,-2314.226489319446,4630.452978638892,4633.8690790410965,,,
file,la37,la,15,15,continuous_exploratory,uniform,"[5.0, 94.0]",2,-1022.2413260107508,2048.4826520215015,2055.3148528259103,KS_continuous,0.08345153664302601,0.08222653442867955
file,la37,la,15,15,continuous_exploratory,weibull_min,"[4.782291069879799, -52.80274280504972, 119.03834622226273]",3,-1054.6562610035303,2115.3125220070606,2125.5608232136738,KS_continuous,0.07038124391548206,0.20510902671315068
file,la37,la,15,15,continuous_exploratory,norm,"[55.86222222222222, 26.820782065728135]",2,-1059.3260033465351,2122.6520066930702,2129.484207497479,KS_continuous,0.08080224312861084,0.10022478680423741
file,la37,la,15,15,continuous_exploratory,lognorm,"[3.817806803757419e-06, -7025127.89108939, 7025183.753260414]",3,-1059.3261062460683,2124.6522124921366,2134.90051369875,KS_continuous,0.0808025154942984,0.10022278029088583
