instance_id,jobs,machines,complexity_0_1,category,s_iforest,s_lof,s_mahalanobis,s_knn,complexity_prior_0_1,blend_w_unsup,blend_w_prior,blend_w_sup
11-15-0.pt,11,15,0.025829897451275237,easy,0.13115033752961067,0.09350362436585972,0.00019244341293899543,0.02067536820795157,0.4254824367499527,0.7,0.3,0.0
11-16-0.pt,11,16,0.013972161686405197,easy,0.14093020849732676,0.048895499948937535,0.00016631421159356784,0.014690570390876533,0.4346235122278676,0.7,0.3,0.0
11-17-0.pt,11,17,0.005393693963508162,easy,0.1286920646273155,0.034485259334720346,0.00014210680078374468,0.009646953552234019,0.44287522097033627,0.7,0.3,0.0
11-18-0.pt,11,18,0.05088576349295167,easy,0.11943645473980452,0.13959947897845215,0.00012180481288395508,0.013569518193233958,0.4507629275318692,0.7,0.3,0.0
11-19-0.pt,11,19,0.030171379034637284,easy,0.11838342480573634,0.08391697664192212,0.00010516374658964423,0.009725869319734437,0.45862094117169777,0.7,0.3,0.0
11-2-0.pt,11,2,0.16371004562370745,medium,0.7105597229784307,0.031007729305813938,0.0666246262888313,0.08893720659301635,0.1858056245464617,0.7,0.3,0.0
11-20-0.pt,11,20,0.038080753071743904,easy,0.1151086274286771,0.0951012610956095,8.958474589493021e-05,0.01157552548704051,0.46572905074375015,0.7,0.3,0.0
11-21-0.pt,11,21,0.03595029015298834,easy,0.13812994161956604,0.05987987354005524,7.693973726940318e-05,0.00959141943492773,0.47254827604249183,0.7,0.3,0.0
11-22-0.pt,11,22,0.05501250907812612,easy,0.11737360524373514,0.11573544161829115,6.613422855662096e-05,0.011451221215910704,0.47951671670117535,0.7,0.3,0.0
11-23-0.pt,11,23,0.051956980240591366,easy,0.09587378478053246,0.12075231515940378,5.806481527789255e-05,0.011585143020659987,0.48627491948220924,0.7,0.3,0.0
11-24-0.pt,11,24,0.014344278607727008,easy,0.09515805872156853,0.02642407319997328,5.085625177187496e-05,0.007069939773448076,0.49264734171181324,0.7,0.3,0.0
11-25-0.pt,11,25,0.0633018891688331,easy,0.11673357862484385,0.11228838404054985,4.487323271947634e-05,0.010205932006606645,0.4987138134949771,0.7,0.3,0.0
11-26-0.pt,11,26,0.05979364905586492,easy,0.09645821902059429,0.11687790404561833,3.8332694452601366e-05,0.009621272787219238,0.5045838435757024,0.7,0.3,0.0
11-27-0.pt,11,27,0.06655412621178543,easy,0.10509702027795512,0.1177601110797924,3.201313123150801e-05,0.009186172937230643,0.5100923852974133,0.7,0.3,0.0
11-28-0.pt,11,28,0.05003571143106574,easy,0.09830261254199912,0.07858294632560242,2.7856026577717687e-05,0.007979791783647832,0.5154988513152315,0.7,0.3,0.0
11-29-0.pt,11,29,0.08060772532298852,easy,0.1361736276863779,0.1066624468713207,2.5292933729294744e-05,0.009187771005054917,0.5207138262791109,0.7,0.3,0.0
11-3-0.pt,11,3,0.09509947465423953,medium,0.5165541241472189,0.06401295913881248,0.01951907576356957,0.07522675516540442,0.2277650580229002,0.7,0.3,0.0
11-30-0.pt,11,30,0.09677706704712834,medium,0.13554423195749737,0.1406532494399389,2.2785542549706306e-05,0.008091860891770213,0.5259288747166371,0.7,0.3,0.0
11-31-0.pt,11,31,0.06696781769629974,easy,0.10453353291541582,0.09194495143977936,2.071641218149216e-05,0.00841775305071913,0.5313457768707595,0.7,0.3,0.0
11-32-0.pt,11,32,0.07011953065500287,easy,0.09893135575035213,0.09451592116252053,1.970050405395273e-05,0.012235994159839574,0.5365152569037925,0.7,0.3,0.0
11-33-0.pt,11,33,0.04742177134805058,easy,0.0989700327400401,0.03466837046116372,1.8409504746418553e-05,0.010564807100496747,0.5414151250805013,0.7,0.3,0.0
11-34-0.pt,11,34,0.08166061322506937,easy,0.10601739508971061,0.10432957887478597,1.7234191833307094e-05,0.010637519151938286,0.546071092615651,0.7,0.3,0.0
11-35-0.pt,11,35,0.08337477430147093,easy,0.14425301976909782,0.06727081082426319,1.6428655914829974e-05,0.008032139617089389,0.5502840696525437,0.7,0.3,0.0
11-36-0.pt,11,36,0.10715630219585925,medium,0.13494558280159402,0.12938984267517806,1.5705935350617634e-05,0.006746150868091032,0.5548801567856362,0.7,0.3,0.0
11-37-0.pt,11,37,0.08454409476777984,easy,0.13657806673870612,0.06727081082426331,1.5573357515357415e-05,0.006529702931748396,0.5593491096743555,0.7,0.3,0.0
11-38-0.pt,11,38,0.1185406068503881,medium,0.13483743480531948,0.1415738992296374,1.545695470201323e-05,0.01039672608011613,0.563826706823358,0.7,0.3,0.0
11-39-0.pt,11,39,0.07464056013258402,easy,0.13266563124190137,0.03397675589758797,1.5479834075902406e-05,0.008281050991042328,0.567999940728218,0.7,0.3,0.0
11-4-0.pt,11,4,0.06445703695343415,easy,0.4341402537651843,0.055750707385080464,0.00878723811859925,0.0599858836864278,0.2597746409588721,0.7,0.3,0.0
11-40-0.pt,11,40,0.09354579908922962,medium,0.12515985460566978,0.08474587081365174,1.5045013798184653e-05,0.00477879384948825,0.5725587628596427,0.7,0.3,0.0
11-41-0.pt,11,41,0.11042122973202853,medium,0.12451829091755084,0.11957705915247299,1.51972493720945e-05,0.005807171771302157,0.5768345243724915,0.7,0.3,0.0
11-42-0.pt,11,42,0.09156978042614275,medium,0.12136784119928401,0.07554529642216634,1.5416409653554144e-05,0.0019836445797315563,0.5808607941729874,0.7,0.3,0.0
11-43-0.pt,11,43,0.09907098588464257,medium,0.1353844437490361,0.07637864235217177,1.5666222123370436e-05,0.000374357005306559,0.5845830734889202,0.7,0.3,0.0
11-44-0.pt,11,44,0.11474957339036383,medium,0.14808226436799207,0.0951395523093389,1.5855708614545334e-05,0.001576263514974503,0.5886005534067399,0.7,0.3,0.0
11-45-0.pt,11,45,0.13615426144806927,medium,0.17617796911257322,0.11182663642785341,1.6491638513795217e-05,0.003742984735675051,0.5923033917926912,0.7,0.3,0.0
11-46-0.pt,11,46,0.12790602751607544,medium,0.1799331686970916,0.0828511767843231,1.675970928146907e-05,0.0036430842390275013,0.5963314784823278,0.7,0.3,0.0
11-47-0.pt,11,47,0.12945819677788206,medium,0.1976323429718944,0.06226514742596576,1.7037333510889027e-05,0.005300728683415987,0.6000970213184945,0.7,0.3,0.0
11-48-0.pt,11,48,0.14394423107235219,medium,0.2138910636740896,0.07410628118925429,1.75352119171538e-05,0.0073237195860261,0.6038490861267582,0.7,0.3,0.0
11-49-0.pt,11,49,0.1968014261744937,hard,0.242135259135692,0.1685488798406833,1.8011217050717407e-05,0.008069265561029427,0.6073377406026028,0.7,0.3,0.0
11-5-0.pt,11,5,0.043490774430741404,easy,0.3273340047561266,0.09858479889277946,0.004116479226103619,0.04376585448447447,0.28548701585804664,0.7,0.3,0.0
11-50-0.pt,11,50,0.19755406139118087,hard,0.27079043732842717,0.13618135162027015,1.884231028050108e-05,0.008832772004218434,0.6109388120940126,0.7,0.3,0.0
11-6-0.pt,11,6,0.042337235792763585,easy,0.29896530118366504,0.10565596265117788,0.0022745567975716433,0.035611015840292394,0.30699630626763164,0.7,0.3,0.0
11-7-0.pt,11,7,0.06301680269799996,easy,0.3062116282662742,0.13425735560437965,0.001321788277073575,0.026012327657885134,0.32571594417112226,0.7,0.3,0.0
11-8-0.pt,11,8,0.042178365583282446,easy,0.291453570433012,0.08019463345665197,0.0008579546436588769,0.022906074421137238,0.3422491016788931,0.7,0.3,0.0
11-9-0.pt,11,9,0.05472489273480971,easy,0.2668110298138797,0.1116756063108648,0.0006002919442444325,0.02682792869685185,0.3572630687850951,0.7,0.3,0.0
12-10-0.pt,12,10,0.03382038317873792,easy,0.20477789267732652,0.09557986139977431,0.0003762190134943481,0.020839956195106823,0.3826943770462747,0.7,0.3,0.0
12-11-0.pt,12,11,0.004895278134527117,easy,0.2039676864386197,0.01606074565227837,0.00028592607992907945,0.014569752092855133,0.3952333007894318,0.7,0.3,0.0
12-12-0.pt,12,12,0.019266123041983326,easy,0.1602775158475239,0.07861235073408816,0.00023237177432739952,0.014810513980155435,0.4071330571467073,0.7,0.3,0.0
12-13-0.pt,12,13,0.03769572916418972,easy,0.1699588440718762,0.09991059821712044,0.00019481093100582006,0.0138524033117721,0.4182009264499993,0.7,0.3,0.0
12-14-0.pt,12,14,0.028986639186261903,easy,0.12341834345998255,0.10980681371216691,0.00016194313891980058,0.016591772821418008,0.4278904695445343,0.7,0.3,0.0
12-15-0.pt,12,15,0.019209371365041538,easy,0.12782875103005578,0.0723643874208018,0.00013762953494413996,0.01309573945430831,0.43760019807259687,0.7,0.3,0.0
12-16-0.pt,12,16,0.039946620846723624,easy,0.11281388831838102,0.12780918676596448,0.00011253967035942234,0.011160869393632126,0.44648282865060407,0.7,0.3,0.0
