instance_id,jobs,machines,complexity_0_1,category,s_iforest,s_lof,s_knn,s_km,complexity_prior_0_1,complexity_unsupervised_0_1,complexity_supervised_0_1,cv_r2_mean_supervised,status,blend_w_unsup,blend_w_prior,blend_w_sup
35-12-0.pt,35,12,0.326822844097015,medium,0.07915420403708061,0.09388534774803539,0.07396442246843656,0.6604166666666667,0.567089821030091,0.6604166666666667,11.456464087617702,0.9906380919768368,1.0,0.35,0.15,0.5
35-13-0.pt,35,13,0.3353230710251714,medium,0.053963802748946146,0.08724100972005419,0.07762117038176192,0.33625,0.5802941293018755,0.33625,12.028453099486692,0.9906380919768368,1.0,0.35,0.15,0.5
35-14-0.pt,35,14,0.34122241121074526,medium,0.04016086764813601,0.08416761190992698,0.0813611108767138,0.5995833333333334,0.5930541627361587,0.5995833333333334,11.960246546673742,0.9906380919768368,1.0,0.35,0.15,0.5
35-15-0.pt,35,15,0.3542417217235934,medium,0.04463801931153577,0.07799398496619067,0.08511063870661259,0.5083333333333333,0.6047846434636884,0.5083333333333333,12.454941473610017,0.9906380919768368,1.0,0.35,0.15,0.5
35-16-0.pt,35,16,0.3744507010738582,medium,0.05030339819114057,0.07500571335118969,0.08862444203966834,0.5229166666666667,0.6166302457264455,0.5229166666666667,13.077056505152397,0.9906380919768368,1.0,0.35,0.15,0.5
35-17-0.pt,35,17,0.3739057378885885,medium,0.041633767790430626,0.07260815559992824,0.09183455743289551,0.24958333333333332,0.6273965625407397,0.24958333333333332,13.314960681076881,0.9906380919768368,1.0,0.35,0.15,0.5
35-18-0.pt,35,18,0.3930139979252431,medium,0.05834929685548212,0.066917654926762,0.09490859258625932,0.46458333333333335,0.638160323234794,0.46458333333333335,13.712292790301802,0.9906380919768368,1.0,0.35,0.15,0.5
35-19-0.pt,35,19,0.4041437695739219,medium,0.02444941380761423,0.060743156284674416,0.09794828912370682,0.17791666666666667,0.6481013571228147,0.17791666666666667,14.333376180131106,0.9906380919768368,1.0,0.35,0.15,0.5
35-2-0.pt,35,2,0.210284641932865,easy,0.5452936899011003,0.2609532204940941,0.02635184411032759,0.7391666666666666,0.33250976906728136,0.7391666666666666,7.781966686263954,0.9906380919768368,1.0,0.35,0.15,0.5
35-20-0.pt,35,20,0.41813087191182285,medium,0.03679677289664611,0.059624448651039004,0.10094472069368769,0.0725,0.6571572395192472,0.0725,14.873299388560318,0.9906380919768368,1.0,0.35,0.15,0.5
